日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,ATH,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2025-03-17,000722,湖南发展,fit,压力释放,11.34-11.74-11.55-9.78,高-低-低,3.53%-1.62%-15.32%,25,6.3,0.86,10.26,3.22,197823.0,4.0,9.75,10,📈ema📈res📉adx📈rsi,no | no | 未补,,,97.66 | 86.19 | 1.13 | no,n 95｜s 00｜d 0.90%,3,红亮[-0.06]-红暗[-0.05]-红暗[-0.04]-绿亮[+0.00]-绿亮[+0.09]-绿亮[+0.15],低-低-低-低-高-高,否,否,72.03,9.53,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电力,78.72,78.72,4.78,15.3,26.9,37.62,37.23,30.12,28.07,17.64,19.1,22.81,16.57,13.74,8.38,12.38,19.3,12.87,14.52,26.02,27.78,15.5,8.28,10.62,10.82,11.7,10.43,8.97,14.42,16.28,14.72,12.96
2025-03-17,000796,凯撒旅业,fit,压力释放,3.21-5.78-5.98-4.09,高-高-低,80.06%-3.46%-31.61%,34,17.53,0.41,4.1,-0.49,824538.0,6.0,3.92,27,📈ema📈res📈adx🗒️rsi,bull | 3.82% | 未补,,,88.52 | 82.01 | 1.08 | no,n 75｜s 00｜d 4.02%,0,绿暗[+0.09]-绿亮[+0.10]-绿亮[+0.11]-绿暗[+0.10]-绿暗[+0.10]-绿亮[+0.13],低-低-低-低-低-高,否,否,61.26,3.78,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",旅游及景区,86.12,71.46,-0.73,-2.2,-0.73,2.68,3.9,4.15,2.2,0.98,-3.17,-7.8,-6.59,-5.85,-3.17,-12.93,-11.46,-2.68,1.71,0.0,6.83,2.68,1.46,2.68,-1.46,-2.2,1.22,-1.71,-5.37,-2.68,-2.68,-5.12
2025-03-17,000823,超声电子,fit,压力释放,9.73-9.99-11.4-11.1,高-高-低,2.67%-14.11%-2.63%,25,11.67,0.87,11.17,-0.36,176872.0,3.0,10.67,9,📈ema📈res📉adx🗒️rsi,bull | 0.27% | 未补,,,92.74 | 91.11 | 1.02 | no,n 62｜s 04｜d 0.48%,5,红暗[-0.34]-红暗[-0.30]-红暗[-0.23]-红暗[-0.13]-红暗[-0.07]-绿亮[+0.05],低-低-低-低-低-高,否,否,62.72,8.9,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",元件,70.94,70.93,3.76,1.16,-1.25,-3.31,-3.76,-4.83,-4.92,-4.48,-5.73,-7.43,-6.27,-6.0,-9.67,-18.89,-25.69,-24.98,-23.55,-22.02,-14.06,-16.74,-18.71,-17.37,-16.11,-14.77,-14.41,-12.62,-13.7,-12.71,-13.25,-12.71
2025-03-17,002014,永新股份,fit,压力释放,9.72-9.97-10.21-9.8,高-高-低,2.57%-2.41%-4.02%,22,8.29,0.65,9.8,0.51,47419.0,1.0,9.56,20,📈ema📉res📉adx🗒️rsi,bull | 2.09% | 未补,,,100.0 | 100.0 | 1.0 | no,n 88｜s 00｜d 0.57%,3,红暗[-0.11]-红暗[-0.09]-红暗[-0.04]-绿亮[+0.01]-绿亮[+0.07]-绿亮[+0.14],低-低-低-低-低-低,否,否,63.63,8.89,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",包装印刷,73.62,72.66,3.98,2.96,3.57,12.76,8.27,8.37,9.9,9.49,10.92,10.51,12.35,13.78,10.1,3.16,4.59,4.49,6.22,6.73,8.16,12.24,12.55,11.94,12.45,13.88,16.02,13.78,9.39,8.27,7.35,7.86
2025-03-17,002035,华帝股份,fit,压力释放,8.33-8.19-7.47-7.18,低-低-低,1.68%-8.79%-3.88%,12,7.49,0.95,7.33,1.52,267502.0,3.0,7.05,17,📈ema📈res📉adx🗒️rsi,bull | 2.99% | 未补,,,85.25 | 68.61 | 1.24 | no,n 90｜s 00｜d 1.36%,0,绿暗[+0.05]-绿暗[+0.03]-绿暗[+0.03]-绿亮[+0.05]-绿亮[+0.06]-绿亮[+0.12],低-低-低-低-低-高,否,否,65.96,6.8,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",厨卫电器,55.18,50.91,1.09,0.27,-1.36,-2.18,-2.59,-3.41,-2.18,-2.73,-2.73,-4.5,-4.91,-4.23,-6.0,-15.83,-16.51,-13.78,-13.78,-14.05,-14.73,-13.64,-14.87,-14.87,-14.05,-13.23,-12.96,-12.96,-13.1,-12.69,-12.55,-15.83
2025-03-17,002083,孚日股份,fit,压力释放,5.39-5.36-5.15-4.82,低-低-低,0.56%-3.92%-6.41%,29,5.47,0.82,4.88,1.04,208288.0,2.0,4.76,20,📈ema📈res📉adx🗒️rsi,bull | 1.47% | 未补,,,100.0 | 95.39 | 1.05 | no,n 95｜s 00｜d 0.71%,5,红亮[-0.09]-红暗[-0.07]-红暗[-0.06]-红暗[-0.04]-红暗[-0.02]-绿亮[+0.02],低-高-低-低-低-高,否,否,68.02,4.51,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",纺织制造,113.22,113.22,1.23,1.23,1.02,5.74,2.87,2.87,3.48,1.02,-0.2,-1.43,-0.82,-0.41,-1.23,-11.48,-16.8,-17.01,-15.37,-15.98,-15.16,-14.14,-15.16,-15.37,-16.19,-15.37,-12.5,-11.27,-11.07,-10.04,-11.48,-11.27
2025-03-17,002206,海 利 得,fit,压力释放,4.45-4.68-4.49-4.33,高-低-低,5.17%-4.06%-3.56%,31,7.98,0.77,4.39,2.33,297960.0,3.0,4.2,20,📈ema📈res📉adx🗒️rsi,bull | 0.70% | 回补,,,93.43 | 89.06 | 1.05 | no,n 88｜s 00｜d 0.78%,1,红暗[-0.00]-绿亮[+0.02]-绿亮[+0.05]-绿亮[+0.08]-绿亮[+0.09]-绿亮[+0.11],低-低-低-低-低-低,是,否,67.06,3.95,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学纤维,70.55,51.78,2.96,2.28,2.28,2.28,1.37,3.64,14.35,18.45,11.16,12.53,13.44,9.34,6.15,-4.78,-11.39,-10.02,-7.52,-5.92,-4.1,-4.56,-6.61,-5.47,-4.33,2.05,2.28,5.01,6.61,6.15,6.61,7.29
2025-03-17,002216,三全食品,fit,压力释放,13.15-12.5-13.61-11.34,低-高-低,4.94%-8.88%-16.68%,24,7.18,0.75,11.37,1.34,98504.0,2.0,11.02,28,📈ema📈res📉adx🗒️rsi,bull | 3.78% | 未补,,,98.71 | 89.69 | 1.1 | no,n 83｜s 00｜d 2.93%,6,红亮[-0.28]-红暗[-0.26]-红暗[-0.22]-红暗[-0.19]-红暗[-0.14]-红暗[-0.02],低-低-低-低-低-低,否,否,64.65,10.99,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",食品加工,108.93,78.12,-0.09,-0.79,-2.02,-3.25,-3.08,-2.81,-2.99,-2.46,-3.69,-5.45,-4.22,-4.05,-2.55,-10.82,-1.67,1.76,3.34,0.62,2.9,4.05,3.34,3.96,1.58,1.76,5.01,0.44,0.62,0.62,-2.11,-0.53
2025-03-17,002300,太阳电缆,fit,压力释放,6.01-5.66-5.98-5.31,低-高-低,5.82%-5.65%-11.20%,26,4.32,0.92,5.55,2.4,192007.0,3.0,5.32,20,📈ema📈res📉adx🗒️rsi,bull | 0.55% | 回补,,,100.0 | 99.35 | 1.01 | no,n 98｜s 00｜d 1.53%,4,红亮[-0.06]-红暗[-0.05]-红暗[-0.04]-红暗[-0.01]-绿亮[+0.03]-绿亮[+0.06],低-低-低-高-高-高,是,否,67.27,5.11,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电网设备,67.68,67.68,0.36,0.0,1.62,12.07,23.42,36.04,49.91,35.68,21.98,12.43,9.19,7.93,6.85,-3.96,-6.67,-3.24,-1.44,-1.44,0.72,2.52,0.0,-1.26,1.26,1.8,0.9,2.52,0.9,0.9,-1.62,-1.62
2025-03-17,002458,益生股份,fit,压力释放,8.83-10.06-10.84-8.77,高-高-低,13.93%-7.75%-19.10%,21,7.48,0.91,8.88,0.23,227927.0,3.0,8.63,27,📈ema📈res📉adx🗒️rsi,no | no | 未补,,,100.0 | 94.88 | 1.05 | no,n 95｜s 00｜d 2.21%,4,红暗[-0.08]-红暗[-0.06]-红暗[-0.02]-红暗[-0.01]-绿亮[+0.07]-绿亮[+0.16],低-低-低-低-高-高,否,否,61.5,8.67,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",养殖业,104.0,67.72,0.56,2.48,0.79,-0.68,0.45,2.25,7.09,5.18,6.08,1.8,2.36,2.14,5.18,3.04,13.63,13.06,11.94,8.33,9.23,9.46,7.77,6.98,5.29,4.39,4.28,2.59,3.83,2.7,-1.46,-8.45
