日期,代码,名称,现价,涨幅(%),成交量,离SMA200(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-01,600015,华夏银行,6.32,1.44,1745694.0,-7.59,,suf,"{""suf"": {""timeframe"": ""d""}}",银行Ⅱ,1136.33,1098.65,-1.42,-0.79,0.0,-1.11,-0.16,0.47,1.74,0.47,0.79,-0.32,0.0,-0.79,-1.42,-1.27,,,,,,,,,,,,,,,,
2026-09-01,603167,渤海轮渡,8.2,0.61,49949.0,-11.56,,suf,"{""suf"": {""timeframe"": ""d""}}",航运港口,43.07,43.07,-0.61,-0.49,-0.61,-0.61,-0.24,0.12,0.0,0.0,-0.37,-1.59,-1.59,-0.98,-1.46,-1.34,,,,,,,,,,,,,,,,
2026-09-01,603279,景津装备,11.44,1.51,112916.0,-27.8,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,96.2,96.2,-1.49,-1.57,-0.7,-0.44,0.61,0.09,0.52,-0.17,-0.52,-2.01,-2.71,-3.58,-2.62,-1.92,,,,,,,,,,,,,,,,
2026-09-01,603345,安井食品,75.78,1.16,63832.0,-13.4,,suf,"{""suf"": {""timeframe"": ""d""}}",食品加工,291.43,256.46,0.03,-0.08,1.12,0.59,0.98,-1.89,-0.18,-1.36,-1.87,-1.61,-0.17,-1.78,4.88,6.77,,,,,,,,,,,,,,,,
