日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-08-20,601127,赛力斯,51.49,2.0,207740.0,,suf,"{""suf"": {""timeframe"": ""d""}}",乘用车,1662.2,1485.88,-1.92,-3.38,-1.48,-1.71,-1.88,-1.75,-3.67,-1.83,-4.97,-5.03,-3.83,-4.37,-4.29,-5.96,-8.58,-9.92,-6.97,-11.71,-11.59,-8.49,-8.35,-7.24,,,,,,,,
2026-08-20,603992,松霖科技,20.66,0.83,30228.0,,suf,"{""suf"": {""timeframe"": ""d""}}",家居用品,163.39,163.39,0.48,2.27,4.4,2.52,2.76,3.15,6.1,3.87,1.36,2.03,0.39,-1.16,-1.74,-3.15,-4.55,-7.21,-6.82,-4.55,-5.23,-4.99,-3.05,-2.52,,,,,,,,
