日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-07-31,001332,锡装股份,30.05,2.59,17928.0,,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,60.08,26.1,2.63,2.43,3.93,3.63,4.76,4.96,4.43,5.36,3.33,4.46,6.52,6.12,0.87,2.26,2.26,0.7,-5.22,-8.02,-7.65,-6.49,-5.22,-6.79,-8.32,-8.02,-9.18,-9.85,-10.52,-10.98,-12.88,-15.47
2026-07-31,001339,智微智能,67.18,6.03,137079.0,,suf,"{""suf"": {""timeframe"": ""d""}}",计算机设备,154.38,73.07,-2.6,7.13,14.63,24.35,26.0,22.66,23.24,22.89,24.89,27.11,30.02,28.13,17.55,17.24,16.82,11.34,15.64,14.5,19.84,14.96,21.23,16.85,16.25,15.32,11.02,14.17,12.09,12.03,11.0,8.6
2026-07-31,001400,江顺科技,67.32,10.0,10706.0,,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,89.51,22.38,2.29,4.65,8.85,13.62,15.42,13.71,11.41,13.87,12.45,13.19,16.43,16.06,27.66,22.18,19.33,20.54,21.69,16.74,21.18,18.36,25.88,25.27,26.57,26.71,17.35,19.46,19.09,15.61,12.37,9.63
2026-07-31,002046,国机精工,42.14,3.36,167045.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,231.63,228.44,-1.52,3.39,7.62,9.85,12.36,11.25,10.23,13.27,10.44,12.24,20.86,23.59,13.62,13.91,16.78,13.43,18.01,16.45,24.47,24.49,26.34,22.88,21.12,26.25,20.86,22.47,28.24,41.05,40.1,35.98
2026-07-31,002058,*ST威尔,15.4,4.34,28578.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,30.98,30.91,10.0,8.57,9.87,8.18,10.71,12.6,10.32,10.91,9.68,8.05,8.18,7.14,1.88,4.94,6.04,3.44,6.43,6.56,8.96,10.58,10.71,10.0,8.25,6.3,7.4,6.36,5.97,4.61,3.51,1.62
2026-07-31,002119,康强电子,20.4,6.25,477136.0,,suf,"{""suf"": {""timeframe"": ""d""}}",半导体,76.07,76.07,-5.88,-0.64,9.31,13.28,17.84,17.16,16.81,18.73,15.29,18.68,24.51,25.78,16.96,14.41,15.2,12.94,11.52,10.34,15.78,13.97,17.01,12.79,11.23,10.29,7.3,12.01,13.04,12.45,13.14,11.18
2026-07-31,002132,恒星科技,3.84,2.95,508113.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,54.1,54.02,0.78,4.17,5.99,8.07,9.11,10.16,8.07,10.68,11.2,14.58,19.27,21.87,14.06,16.15,24.22,35.42,25.26,17.19,19.01,16.41,16.93,17.45,14.06,11.46,9.11,8.85,9.9,9.11,13.02,10.42
2026-07-31,002149,西部材料,32.5,3.97,313663.0,,suf,"{""suf"": {""timeframe"": ""d""}}",小金属,241.42,241.38,7.38,10.15,17.11,18.62,20.74,27.17,23.08,25.11,31.75,34.18,31.11,27.69,15.42,12.95,14.83,12.83,11.69,10.62,11.91,10.58,10.92,7.45,8.18,5.82,4.62,4.31,4.62,5.05,4.58,3.26
2026-07-31,002150,正泰电源,20.26,2.84,111564.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,125.83,125.02,2.96,3.95,5.23,5.13,9.28,4.2,8.88,11.06,9.82,8.64,14.71,19.05,9.97,9.97,13.03,8.09,7.55,12.04,11.15,12.04,9.13,5.87,2.17,3.8,3.11,4.44,0.79,1.58,1.04,-1.83
2026-07-31,002290,禾盛新材,51.17,4.9,105024.0,,suf,"{""suf"": {""timeframe"": ""d""}}",家电零部件Ⅱ,149.93,149.38,-2.21,6.12,10.12,11.78,19.23,17.08,15.71,21.87,21.65,23.96,30.0,33.97,21.99,28.18,24.78,22.08,21.28,21.52,23.61,21.15,30.98,25.97,24.96,24.14,20.89,32.99,32.15,31.78,28.1,26.15
2026-07-31,002297,博云新材,15.45,2.86,419532.0,,suf,"{""suf"": {""timeframe"": ""d""}}",航空装备Ⅱ,61.9,61.9,1.94,9.32,15.6,21.17,24.27,23.88,21.04,23.82,20.32,22.72,29.0,26.41,13.79,11.91,15.08,13.01,13.59,12.75,19.09,17.86,19.94,17.67,29.45,42.39,37.99,34.89,44.47,45.63,41.75,52.3
2026-07-31,002335,科华数据,28.7,3.57,269454.0,,suf,"{""suf"": {""timeframe"": ""d""}}",其他电源设备Ⅱ,300.13,264.76,2.58,7.98,10.1,7.98,8.89,8.99,9.02,13.14,11.99,13.94,15.26,12.2,5.23,4.25,5.57,3.55,5.68,5.4,7.42,6.69,7.39,4.88,4.43,6.38,4.74,7.7,5.16,4.74,2.54,0.94
2026-07-31,002429,兆驰股份,7.43,4.5,908361.0,,suf,"{""suf"": {""timeframe"": ""d""}}",黑色家电,439.57,439.31,1.08,4.71,7.54,7.81,9.69,7.54,10.09,11.17,11.44,15.07,17.5,16.02,8.88,11.98,11.04,7.0,6.86,6.59,12.79,10.09,15.07,10.23,8.34,8.08,5.65,7.13,7.13,7.54,6.19,6.59
2026-07-31,002443,金洲管道,7.99,2.17,157574.0,,suf,"{""suf"": {""timeframe"": ""d""}}",特钢Ⅱ,44.97,44.88,2.0,2.25,5.13,6.13,16.77,14.27,9.51,9.76,9.89,13.89,20.03,16.77,14.14,18.52,16.02,17.65,22.28,20.15,23.03,24.66,28.16,27.28,31.79,39.8,34.42,44.56,42.93,43.68,39.8,47.81
2026-07-31,002518,科士达,30.62,2.99,150801.0,,suf,"{""suf"": {""timeframe"": ""d""}}",其他电源设备Ⅱ,269.51,261.6,1.24,4.93,9.9,9.5,11.79,9.05,11.72,14.04,14.34,15.55,18.52,15.19,7.12,6.96,9.01,12.51,14.99,15.87,20.61,15.84,17.05,14.24,16.59,20.54,18.35,20.25,15.51,15.28,15.28,13.46
2026-07-31,002531,天顺风能,6.38,1.27,423057.0,,suf,"{""suf"": {""timeframe"": ""d""}}",风电设备,195.68,194.59,6.43,8.46,8.15,4.23,4.55,5.17,3.61,5.33,4.08,2.51,2.66,-0.16,-4.7,-4.23,-3.61,-5.33,-4.08,-2.82,-2.82,-3.45,-1.25,-1.41,-3.29,-3.29,-2.82,-1.25,-0.63,-1.57,8.31,13.17
2026-07-31,002565,顺灏股份,8.44,4.07,404755.0,,suf,"{""suf"": {""timeframe"": ""d""}}",包装印刷,161.97,161.96,5.92,9.12,12.09,17.06,17.89,17.06,13.51,14.81,14.1,12.8,15.28,13.15,1.9,0.95,1.66,0.0,2.01,-0.36,-0.59,0.71,2.37,1.9,2.37,0.83,1.78,1.42,2.73,1.54,2.25,0.59
2026-07-31,002643,万润股份,12.78,2.4,290352.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电子化学品Ⅱ,145.18,143.03,0.78,3.91,7.82,8.14,10.72,10.25,9.39,9.78,8.37,11.66,14.48,12.44,7.28,9.39,8.61,1.56,1.88,1.64,4.46,3.76,4.23,2.66,1.02,0.16,-1.41,-0.47,-0.23,0.86,2.58,0.23
2026-07-31,002645,华宏科技,15.95,1.21,340204.0,,suf,"{""suf"": {""timeframe"": ""d""}}",环保设备Ⅱ,108.2,96.36,0.5,7.9,13.04,16.3,20.44,26.02,22.63,24.95,22.45,34.67,32.23,29.91,20.44,20.38,21.94,19.31,18.18,19.12,22.32,20.06,21.76,17.49,15.24,15.17,9.53,12.98,11.6,12.79,12.1,8.97
2026-07-31,002655,共达电声,22.85,7.33,406935.0,,suf,"{""suf"": {""timeframe"": ""d""}}",消费电子,63.91,63.89,-2.1,7.7,18.47,21.84,28.58,36.85,36.24,41.27,40.13,48.75,53.52,66.39,50.5,50.28,65.3,54.84,64.07,65.73,71.25,67.26,71.42,67.22,64.64,69.15,65.03,70.02,71.12,61.93,57.94,49.89
2026-07-31,002723,小崧股份,6.65,3.58,102388.0,,suf,"{""suf"": {""timeframe"": ""d""}}",照明设备Ⅱ,30.64,29.24,2.26,5.41,9.02,6.62,6.02,7.97,6.92,7.82,5.71,8.27,12.48,12.63,7.97,7.07,9.47,10.83,14.74,14.29,13.68,14.89,21.35,19.25,20.45,18.5,17.59,18.65,21.35,21.5,21.8,18.8
2026-07-31,002730,电光科技,19.86,2.42,113241.0,,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,88.42,84.5,3.22,6.7,9.57,8.76,11.08,13.34,12.79,19.03,19.89,19.79,15.46,13.09,6.7,5.94,7.0,5.09,7.65,14.0,20.24,20.64,20.44,18.63,17.12,16.11,14.95,22.31,18.93,19.59,17.88,14.7
2026-07-31,002733,雄韬股份,17.18,2.08,143339.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,103.62,99.48,2.74,6.34,9.66,11.12,12.57,11.7,11.53,12.86,12.92,13.62,16.47,14.03,7.1,6.46,7.51,8.38,7.92,6.64,8.03,7.97,7.68,6.05,6.98,8.03,6.0,8.38,5.82,5.76,3.61,2.21
2026-07-31,002785,万里石,32.27,4.84,62808.0,,suf,"{""suf"": {""timeframe"": ""d""}}",装修建材,87.63,74.82,1.55,5.3,6.07,6.97,7.0,9.67,7.59,7.69,4.83,8.24,10.13,8.43,0.4,0.71,0.96,6.48,5.79,3.75,7.9,10.23,-0.81,5.86,13.76,15.34,8.61,12.98,13.57,11.03,11.31,11.03
2026-07-31,002792,通宇通讯,23.76,5.37,175208.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通信设备,212.68,137.16,10.02,21.0,29.38,42.3,56.52,43.52,42.0,56.19,62.58,52.95,52.78,46.55,31.9,33.54,32.95,27.53,31.1,28.16,31.36,30.18,30.81,26.98,26.05,23.4,28.11,26.52,33.16,29.34,27.74,26.77
2026-07-31,002806,华锋股份,12.4,2.48,89543.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,27.54,22.56,2.98,4.84,9.35,11.53,11.21,15.48,13.39,14.68,13.39,14.92,16.29,15.0,9.44,10.81,15.16,13.63,16.45,16.37,18.06,15.97,17.26,19.35,20.65,19.6,18.79,18.79,16.61,18.31,15.73,15.56
2026-07-31,002843,泰嘉股份,15.14,5.07,138149.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,54.12,53.92,0.07,4.36,7.46,8.06,9.64,8.12,8.12,9.71,8.72,7.99,13.67,13.08,2.91,2.91,7.86,0.86,6.14,9.31,10.3,6.94,11.96,8.85,11.69,10.83,7.0,10.11,7.33,6.87,4.03,2.84
2026-07-31,002861,瀛通通讯,14.57,3.55,84332.0,,suf,"{""suf"": {""timeframe"": ""d""}}",消费电子,29.21,23.55,3.29,7.62,10.84,13.32,11.46,12.29,12.01,14.89,12.7,15.58,15.99,13.93,5.77,9.68,9.13,5.83,7.34,7.48,10.43,10.5,11.12,12.08,12.15,14.14,9.47,8.85,8.1,4.74,1.92,-1.03
2026-07-31,002865,钧达股份,40.27,1.87,93141.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,223.83,161.7,3.87,6.66,10.01,9.81,12.99,14.28,11.37,15.47,12.52,11.62,15.79,16.66,4.99,3.5,4.05,-1.17,-0.22,-0.42,0.42,0.74,-1.29,-2.56,-4.17,-4.94,-5.07,-4.87,-2.93,-4.15,-5.91,-8.87
2026-07-31,002885,京泉华,23.27,4.12,161181.0,,suf,"{""suf"": {""timeframe"": ""d""}}",其他电子Ⅱ,66.86,56.99,0.3,7.48,12.55,15.43,24.67,37.13,30.6,37.0,36.4,33.61,37.39,34.51,22.13,21.66,23.64,21.19,22.26,19.38,23.33,20.89,23.08,18.18,17.02,21.1,19.17,29.05,22.0,23.85,16.42,13.92
2026-07-31,002886,沃特股份,17.42,2.47,94194.0,,suf,"{""suf"": {""timeframe"": ""d""}}",塑料,53.96,42.86,0.86,4.48,8.55,10.16,12.69,12.92,11.94,17.05,16.65,16.3,19.4,17.34,11.42,10.85,21.93,17.57,22.04,25.26,37.77,51.55,66.7,60.96,77.04,59.36,44.14,52.24,43.51,49.31,49.31,44.55
2026-07-31,002902,铭普光磁,20.8,4.79,145325.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通信设备,65.66,49.63,10.0,11.87,13.61,15.72,17.88,16.25,16.63,21.06,19.33,23.03,26.11,25.67,16.06,19.66,19.04,15.58,17.55,16.73,22.93,31.39,30.72,28.17,25.19,23.46,18.8,30.67,29.37,29.42,34.86,48.37
2026-07-31,002929,润建股份,47.97,10.0,157775.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通信服务,137.07,101.6,2.36,12.59,20.43,19.28,20.72,18.51,15.07,14.32,15.28,18.85,21.91,20.7,10.44,15.09,11.84,9.4,13.03,9.13,11.44,8.59,11.11,8.78,7.96,8.96,5.59,8.3,5.27,4.88,3.31,1.4
2026-07-31,002947,恒铭达,52.51,4.79,77437.0,,suf,"{""suf"": {""timeframe"": ""d""}}",消费电子,133.97,100.73,-0.65,3.14,7.77,9.6,12.85,10.04,10.28,11.06,10.42,12.95,16.68,16.87,6.57,9.35,8.93,3.2,13.52,20.91,26.64,23.1,27.39,22.4,29.02,34.3,29.56,27.12,22.89,23.88,18.93,17.22
2026-07-31,002963,豪尔赛,13.22,9.98,33357.0,,suf,"{""suf"": {""timeframe"": ""d""}}",装修装饰Ⅱ,22.24,16.89,9.98,20.95,33.06,46.37,39.94,38.12,51.97,44.48,36.91,34.87,39.79,37.59,28.59,29.95,32.07,39.71,53.71,69.06,60.97,44.86,50.38,49.02,51.74,50.61,52.34,67.55,63.54,62.03,57.64,52.27
2026-07-31,002971,和远气体,33.24,1.65,167956.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制品,62.59,47.59,-2.86,2.56,12.82,24.1,36.52,33.51,35.38,36.07,34.36,35.83,40.73,40.25,30.87,27.47,40.22,31.89,28.82,24.79,28.76,41.64,39.62,31.5,30.93,24.25,16.28,19.77,20.01,15.28,15.31,12.7
2026-07-31,002972,科安达,12.3,6.68,99946.0,,suf,"{""suf"": {""timeframe"": ""d""}}",轨交设备Ⅱ,29.99,16.41,-1.71,0.89,5.61,10.57,12.28,11.71,9.84,12.2,10.08,10.65,14.88,21.46,11.79,10.81,9.27,2.6,2.68,1.46,0.98,0.57,2.93,2.76,2.6,3.66,2.93,13.25,9.43,7.89,6.67,7.48
2026-07-31,002973,侨银股份,8.98,2.63,90853.0,,suf,"{""suf"": {""timeframe"": ""d""}}",环境治理,53.74,40.97,4.01,6.57,11.25,22.38,24.94,31.96,34.08,37.97,33.63,32.29,33.74,30.4,24.39,18.26,19.49,29.06,32.85,33.07,37.75,39.98,40.76,39.98,42.32,43.43,40.87,39.09,38.2,41.87,30.29,41.98
2026-07-31,002975,博杰股份,73.4,5.86,146146.0,,suf,"{""suf"": {""timeframe"": ""d""}}",自动化设备,114.87,75.86,-4.73,4.8,15.27,26.8,33.43,37.59,33.13,34.71,31.36,36.23,44.43,42.92,28.62,30.38,36.99,48.34,46.02,37.4,47.22,40.16,47.0,38.42,32.74,39.35,29.47,42.41,37.48,37.6,35.38,32.15
2026-07-31,002990,盛视科技,40.64,7.63,146187.0,,suf,"{""suf"": {""timeframe"": ""d""}}",计算机设备,75.31,38.57,0.25,10.26,21.28,21.11,29.97,39.67,28.37,31.62,31.52,30.54,39.3,37.08,24.06,24.26,23.15,17.37,17.05,14.64,18.77,15.16,20.67,16.66,16.58,18.21,15.06,19.49,18.48,16.63,16.78,15.67
2026-07-31,002992,宝明科技,31.46,1.19,15183.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光学光电子,89.89,78.55,2.19,4.58,15.03,14.24,19.2,14.81,12.71,14.69,12.24,12.87,16.15,14.59,7.31,9.73,8.84,7.44,8.52,8.46,10.52,7.63,9.28,7.69,5.56,4.64,3.78,8.58,8.26,7.98,7.28,5.12
2026-07-31,003019,宸展光电,22.15,5.68,72138.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光学光电子,53.99,52.18,-0.9,2.48,6.28,7.09,8.58,8.62,7.72,8.49,5.33,5.96,12.96,13.72,4.97,6.86,8.67,11.83,11.92,14.99,19.64,21.35,23.7,23.7,26.0,29.26,24.06,21.85,21.04,27.04,24.29,22.44
2026-07-31,003031,中瓷电子,94.7,3.95,113275.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通信设备,351.37,264.98,-3.72,5.91,14.71,18.01,22.34,19.05,24.22,26.07,24.87,37.36,51.1,51.65,36.48,36.36,49.99,42.13,35.16,34.02,38.7,33.74,34.63,29.02,25.58,27.13,20.15,27.48,25.4,27.35,26.84,24.67
2026-07-31,300042,朗科科技,39.26,2.43,210009.0,,suf,"{""suf"": {""timeframe"": ""d""}}",计算机设备,89.06,89.05,-0.13,6.11,12.3,13.25,19.97,8.38,6.95,10.21,6.21,8.86,14.77,12.38,1.53,0.64,2.5,-0.87,1.17,1.17,3.77,0.87,3.06,0.56,-1.38,-1.94,-4.61,-1.66,-0.92,-1.3,-1.38,-3.44
2026-07-31,300077,国民技术,16.19,2.21,601957.0,,suf,"{""suf"": {""timeframe"": ""d""}}",半导体,121.29,117.8,1.42,11.8,14.14,16.24,19.27,18.41,22.92,24.03,20.82,21.62,26.99,28.35,19.64,18.53,19.89,21.8,24.89,24.52,26.44,25.32,28.78,30.39,29.34,27.3,23.16,24.27,22.61,21.25,21.31,19.21
2026-07-31,300109,新开源,12.34,2.66,73454.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制品,83.6,77.39,2.84,4.94,5.92,5.02,5.83,11.51,10.86,10.21,10.05,11.59,12.64,13.7,7.94,29.5,32.9,29.25,28.04,24.39,23.58,15.15,16.45,11.59,11.67,13.45,13.13,11.91,10.94,9.16,7.21,4.38
2026-07-31,300137,先河环保,10.72,14.65,439849.0,,suf,"{""suf"": {""timeframe"": ""d""}}",环保设备Ⅱ,67.93,67.1,4.29,8.12,13.15,12.5,19.59,15.76,14.37,18.1,15.95,20.62,20.8,17.35,8.86,10.63,9.61,5.5,6.9,7.93,9.42,6.72,8.3,9.33,8.21,7.0,4.1,4.57,4.85,0.09,-1.12,-4.66
2026-07-31,300151,昌红科技,13.63,4.36,198277.0,,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,83.12,57.53,-1.61,4.99,10.56,14.16,21.5,18.12,17.75,19.52,18.49,22.08,27.15,24.94,13.79,17.68,23.84,18.05,18.56,17.17,21.28,17.9,22.52,18.34,16.8,16.65,14.23,18.42,19.3,24.28,20.1,18.71
2026-07-31,300263,隆华科技,8.46,2.3,670123.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,100.5,94.72,2.13,6.03,11.23,13.71,18.91,20.09,17.97,19.74,16.31,21.16,24.11,26.24,16.55,16.78,17.73,20.45,17.61,20.92,25.06,25.53,26.36,20.8,19.27,19.27,15.84,17.85,16.55,16.9,15.25,12.65
2026-07-31,300302,同有科技,27.12,3.08,362122.0,,suf,"{""suf"": {""timeframe"": ""d""}}",计算机设备,101.27,77.93,-3.1,3.65,9.88,10.91,14.27,10.84,10.55,13.35,10.4,12.83,20.58,18.69,6.82,7.85,8.48,5.75,8.0,6.82,19.32,12.65,11.65,8.0,5.24,3.69,0.22,3.32,3.69,2.54,3.02,0.11
2026-07-31,300304,云意电气,10.4,4.73,273598.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,116.88,113.74,0.77,5.58,9.42,10.96,10.58,12.31,12.31,19.52,19.23,20.48,23.94,20.48,10.96,10.77,14.04,8.85,7.4,6.83,10.58,8.56,9.33,5.96,11.44,14.23,15.1,13.65,9.04,11.25,5.96,5.87
2026-07-31,300321,同大股份,28.82,5.26,39091.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制品,30.68,30.64,-2.15,2.26,10.44,14.47,19.22,15.3,14.85,17.35,14.23,19.64,22.1,19.67,11.03,13.15,16.93,14.3,16.76,13.43,11.03,16.52,15.65,14.09,18.56,13.84,9.72,14.47,14.02,13.88,9.3,6.87
2026-07-31,300331,苏大维格,38.91,8.14,193391.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光学光电子,110.12,89.15,-5.78,2.0,9.1,14.98,21.15,20.17,25.29,26.83,22.72,29.43,35.24,33.69,18.56,25.93,24.67,24.44,22.87,22.67,28.01,22.49,27.63,23.85,22.31,27.4,21.31,24.39,23.36,21.23,18.99,14.65
2026-07-31,300395,菲利华,72.77,1.63,242977.0,,suf,"{""suf"": {""timeframe"": ""d""}}",航空装备Ⅱ,491.98,481.96,-2.58,3.13,9.85,12.45,23.13,19.49,20.85,30.53,27.1,28.35,30.89,28.69,19.87,22.33,20.92,15.42,14.44,21.85,23.0,23.39,31.24,29.39,29.61,27.09,22.73,28.28,30.95,35.21,38.09,32.05
2026-07-31,300394,天孚通信,171.01,6.81,548857.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通信设备,2469.07,2464.11,5.55,23.97,26.81,31.73,34.89,30.42,30.1,40.37,50.38,56.55,67.57,70.42,62.21,61.54,59.69,45.9,50.34,48.28,56.22,54.13,53.79,47.23,46.19,45.49,45.43,56.13,51.16,50.89,57.3,53.18
