日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-17,001203,大中矿业,23.27,0.3,129545.0,,suf,"{""suf"": {""timeframe"": ""d""}}",冶钢原料,657.08,563.74,0.95,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,002460,赣锋锂业,45.91,0.46,243952.0,,suf,"{""suf"": {""timeframe"": ""d""}}",能源金属,1670.44,965.11,0.63,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,300137,先河环保,10.55,5.71,401726.0,,suf,"{""suf"": {""timeframe"": ""d""}}",环保设备Ⅱ,67.93,67.1,9.0,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,300210,森远股份,7.37,2.65,121267.0,,suf,"{""suf"": {""timeframe"": ""d""}}",环保设备Ⅱ,41.21,41.17,0.68,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,300357,我武生物,19.25,1.21,67997.0,,suf,"{""suf"": {""timeframe"": ""d""}}",生物制品,133.51,123.44,1.04,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,300383,光环新网,11.31,2.45,408423.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通信服务,311.52,310.82,-0.09,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,300777,中简科技,21.01,0.05,41675.0,,suf,"{""suf"": {""timeframe"": ""d""}}",航空装备Ⅱ,156.14,150.43,0.71,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,300848,美瑞新材,10.91,0.28,18385.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制品,64.31,38.04,1.56,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,300882,万胜智能,13.32,0.76,16415.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,60.85,56.62,0.98,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,600733,北汽蓝谷,4.49,0.45,1102323.0,,suf,"{""suf"": {""timeframe"": ""d""}}",乘用车,460.98,354.16,1.11,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,600933,爱柯迪,13.25,6.77,202040.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,174.4,165.47,5.89,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,601127,赛力斯,47.12,3.51,351533.0,,suf,"{""suf"": {""timeframe"": ""d""}}",乘用车,1662.2,1485.88,0.15,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,603035,常熟汽饰,10.1,0.7,32273.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,50.12,50.12,0.89,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,603049,中策橡胶,44.94,0.54,16938.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,416.34,41.63,0.38,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,603167,渤海轮渡,8.12,0.62,17595.0,,suf,"{""suf"": {""timeframe"": ""d""}}",航运港口,43.07,43.07,-0.49,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,603309,维力医疗,10.76,1.22,19539.0,,suf,"{""suf"": {""timeframe"": ""d""}}",医疗器械,45.74,45.74,0.56,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,603786,科博达,37.2,1.86,18834.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,219.09,219.09,1.13,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-17,603809,豪能股份,8.52,1.55,70758.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,97.09,97.09,0.59,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
