日期,代码,名称,现价,涨幅(%),成交量,离SMA200(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-08-28,000513,丽珠集团,26.76,1.87,93078.0,-19.43,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制药,302.51,193.57,-1.31,-0.22,-0.78,-0.56,0.04,1.49,1.72,2.2,2.02,-0.52,0.9,-0.67,-1.98,-1.94,-1.98,-0.22,,,,,,,,,,,,,,
2026-08-28,001332,锡装股份,28.1,1.26,23449.0,-44.41,,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,60.08,26.1,1.35,-0.32,-1.96,-1.64,-2.88,-3.59,-4.31,-4.8,-6.83,-9.61,-8.08,-7.33,-7.26,-6.51,2.85,2.56,,,,,,,,,,,,,,
2026-08-28,002487,大金重工,35.76,0.99,162347.0,-40.07,,suf,"{""suf"": {""timeframe"": ""d""}}",风电设备,472.95,467.89,-1.43,-4.36,-7.02,-6.74,-7.1,-7.05,-7.41,-8.92,-6.21,-1.29,0.25,10.29,9.51,15.24,10.74,11.02,,,,,,,,,,,,,,
2026-08-28,603279,景津装备,11.53,1.14,147419.0,-27.39,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,96.2,96.2,-2.25,-0.78,-2.25,-2.34,-1.47,-1.21,-0.17,-0.69,-0.26,-0.95,-1.3,-2.78,-3.47,-4.34,-3.38,-2.69,,,,,,,,,,,,,,
2026-08-28,603606,东方电缆,34.34,0.29,99194.0,-35.75,,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,397.16,397.16,-1.49,-1.43,-3.93,-3.64,-0.79,-1.31,-1.02,-0.7,0.44,3.81,4.89,6.76,5.01,3.44,4.48,5.88,,,,,,,,,,,,,,
