日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-18,000099,中信海直,12.95,0.62,43614.0,,suf,"{""suf"": {""timeframe"": ""d""}}",航空机场,133.82,133.82,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,000521,长虹美菱,4.43,0.91,80825.0,,suf,"{""suf"": {""timeframe"": ""d""}}",白色家电,62.83,53.41,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,000568,泸州老窖,71.92,0.38,54523.0,,suf,"{""suf"": {""timeframe"": ""d""}}",白酒Ⅱ,1527.58,1526.87,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,000600,建投能源,7.3,1.25,165690.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电力,182.85,110.53,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,000680,山推股份,9.38,1.41,159467.0,,suf,"{""suf"": {""timeframe"": ""d""}}",工程机械,174.92,153.29,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,000729,燕京啤酒,10.76,2.48,297634.0,,suf,"{""suf"": {""timeframe"": ""d""}}",非白酒,366.97,326.75,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,000885,城发环境,11.74,0.86,22778.0,,suf,"{""suf"": {""timeframe"": ""d""}}",环境治理,88.67,88.67,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,000893,亚钾国际,39.77,1.45,135430.0,,suf,"{""suf"": {""timeframe"": ""d""}}",农化制品,596.75,524.27,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,000958,电投产融,5.13,1.58,122062.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电力,1117.09,346.15,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,002020,京新药业,11.4,0.71,119110.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制药,133.29,112.07,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,002043,兔 宝 宝,11.02,2.13,82261.0,,suf,"{""suf"": {""timeframe"": ""d""}}",装修建材,121.48,107.77,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,002340,格林美,6.23,0.97,428198.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,414.39,412.14,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,002572,索菲亚,7.3,0.14,77803.0,,suf,"{""suf"": {""timeframe"": ""d""}}",家居用品,121.15,81.95,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,002756,永兴材料,40.93,0.2,71588.0,,suf,"{""suf"": {""timeframe"": ""d""}}",能源金属,437.8,315.69,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,002901,大博医疗,38.84,0.39,11246.0,,suf,"{""suf"": {""timeframe"": ""d""}}",医疗器械,178.24,124.19,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,003000,劲仔食品,9.4,1.29,22021.0,,suf,"{""suf"": {""timeframe"": ""d""}}",休闲食品,46.17,31.55,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,300014,亿纬锂能,51.56,6.9,716026.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,1501.66,1447.86,-3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
