日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-18,300024,机器人,13.22,2.16,216624.0,,suf,"{""suf"": {""timeframe"": ""d""}}",自动化设备,234.53,230.68,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,300274,阳光电源,87.89,3.8,582248.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,3386.59,2596.79,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,300772,运达股份,9.37,2.29,209443.0,,suf,"{""suf"": {""timeframe"": ""d""}}",风电设备,149.58,132.67,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,300779,惠城环保,54.31,1.84,71787.0,,suf,"{""suf"": {""timeframe"": ""d""}}",环境治理,175.88,140.96,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,300818,耐普矿机,17.03,1.25,15271.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,59.41,38.54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,301246,宏源药业,17.5,1.16,66218.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制药,92.04,39.13,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,301260,格力博,11.63,2.65,26926.0,,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,73.43,31.12,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,301327,华宝新能,40.5,2.9,11080.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,133.02,133.02,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,301358,湖南裕能,53.89,1.39,118340.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,607.12,606.43,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,301656,联合动力,14.67,3.6,57836.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,549.74,46.55,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600089,特变电工,18.13,1.23,443304.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,1427.41,1427.41,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600276,恒瑞医药,43.91,1.57,569343.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制药,3662.41,3519.93,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600329,达仁堂,34.51,1.38,14209.0,,suf,"{""suf"": {""timeframe"": ""d""}}",中药Ⅱ,339.0,249.63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600332,白云山,19.52,0.62,46011.0,,suf,"{""suf"": {""timeframe"": ""d""}}",中药Ⅱ,373.28,322.79,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600363,联创光电,16.06,5.52,349031.0,,suf,"{""suf"": {""timeframe"": ""d""}}",消费电子,228.19,228.19,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600406,国电南瑞,22.05,0.46,227893.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,2179.02,2172.62,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600480,凌云股份,7.71,1.58,157978.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,120.27,119.35,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600732,爱旭股份,10.84,7.75,511362.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,321.61,318.91,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600761,安徽合力,15.46,0.39,56329.0,,suf,"{""suf"": {""timeframe"": ""d""}}",工程机械,165.49,165.49,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600779,水井坊,25.92,2.13,20159.0,,suf,"{""suf"": {""timeframe"": ""d""}}",白酒Ⅱ,160.05,160.05,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,600884,杉杉股份,11.18,1.45,255209.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,306.82,250.31,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,601012,隆基绿能,11.23,2.18,749066.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,1403.46,1403.46,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,601799,星宇股份,72.78,2.03,36176.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,354.1,354.1,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,603013,亚普股份,14.32,1.06,16218.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,102.1,102.1,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,603370,华新精科,27.77,2.59,18294.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电机Ⅱ,76.42,15.28,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,603589,口子窖,17.55,1.15,38164.0,,suf,"{""suf"": {""timeframe"": ""d""}}",白酒Ⅱ,148.09,148.09,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,603737,三棵树,20.61,2.49,94899.0,,suf,"{""suf"": {""timeframe"": ""d""}}",装修建材,362.34,362.34,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18,603833,欧派家居,28.82,1.66,22720.0,,suf,"{""suf"": {""timeframe"": ""d""}}",家居用品,329.31,329.31,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
