日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-08-03,301209,联合化学,40.8,3.29,19390.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制品,98.88,84.48,13.33,20.59,19.75,21.27,25.15,43.97,48.21,38.33,43.26,49.63,50.98,45.07,46.62,46.47,44.12,42.08,37.72,46.52,44.49,45.29,45.42,45.05,43.43,40.93,47.38,48.82,44.41,42.72,40.88,42.84
2026-08-03,301216,万凯新材,16.03,1.65,119747.0,,suf,"{""suf"": {""timeframe"": ""d""}}",塑料,141.8,134.01,2.31,4.37,4.37,8.86,7.3,4.12,5.74,3.87,4.68,9.54,8.73,2.62,3.37,2.99,19.34,13.54,10.29,11.04,18.59,26.76,24.33,19.96,29.01,28.51,26.33,27.2,21.33,11.67,7.86,6.8
2026-08-03,301225,恒勃股份,51.4,7.08,38809.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,101.44,29.32,3.48,5.41,6.81,10.39,7.92,15.86,14.07,23.58,20.89,21.65,21.67,7.0,10.7,14.2,9.49,17.57,10.18,12.84,12.41,16.42,9.63,13.17,11.65,6.07,17.7,15.0,10.86,6.79,0.78,11.13
2026-08-03,301286,侨源股份,36.5,2.64,20602.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制品,182.45,73.54,5.04,8.68,11.42,12.3,12.68,12.36,19.73,15.29,15.04,18.6,24.58,17.26,18.19,17.97,18.52,21.81,26.16,30.82,26.19,25.89,27.92,23.7,25.21,21.21,21.92,22.96,22.74,26.33,19.53,18.0
2026-08-03,301502,华阳智能,46.05,0.79,8820.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电机Ⅱ,25.02,10.34,5.19,11.36,12.53,13.81,12.83,14.55,15.79,12.6,14.88,18.13,17.79,8.36,11.4,12.29,9.45,12.7,10.58,12.03,12.62,16.13,10.16,9.95,9.49,8.32,9.77,8.64,7.47,12.7,5.58,6.15
2026-08-03,301503,智迪科技,20.93,1.16,12837.0,,suf,"{""suf"": {""timeframe"": ""d""}}",计算机设备,28.0,11.37,2.72,2.25,3.2,4.54,5.45,4.2,4.59,3.34,5.21,5.45,4.35,2.72,6.69,5.45,3.2,7.17,2.96,2.53,4.2,6.64,9.84,13.76,7.5,6.16,7.02,5.78,4.4,2.34,-0.48,2.2
2026-08-03,301512,智信精密,28.47,2.3,13216.0,,suf,"{""suf"": {""timeframe"": ""d""}}",自动化设备,24.16,11.24,3.09,4.71,4.92,5.41,7.48,7.87,10.47,8.82,9.52,12.29,11.8,6.67,8.96,9.45,8.43,15.38,13.14,9.31,9.73,13.35,12.93,12.33,10.19,8.68,8.82,7.97,6.88,5.02,2.95,5.02
2026-08-03,301538,骏鼎达,37.1,2.74,23320.0,,suf,"{""suf"": {""timeframe"": ""d""}}",塑料,61.44,24.47,2.88,5.9,6.44,7.65,6.93,7.14,8.46,5.82,5.82,8.81,14.58,2.45,3.23,2.43,0.67,3.67,4.23,11.56,11.73,14.61,11.21,10.51,11.13,10.32,12.67,9.73,10.73,7.49,3.29,4.12
2026-08-03,301577,美信科技,49.3,2.92,13538.0,,suf,"{""suf"": {""timeframe"": ""d""}}",通信设备,27.78,11.62,2.66,6.49,8.17,11.52,10.57,10.99,14.89,12.39,14.85,17.59,16.82,9.57,14.44,14.83,11.89,14.91,13.59,16.29,16.04,20.16,16.43,14.97,14.44,13.75,17.71,18.28,16.23,15.29,13.59,16.59
2026-08-03,603011,合锻智能,18.6,9.99,229790.0,,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,102.94,102.94,4.52,9.09,10.86,21.94,28.76,29.3,34.46,32.04,30.38,43.44,36.77,23.76,25.7,27.85,21.99,22.58,22.85,35.16,48.66,44.09,38.6,38.17,36.02,30.11,41.56,41.13,42.2,44.25,38.76,38.92
2026-08-03,603190,亚通精工,16.32,4.88,38987.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,31.11,10.27,-0.67,0.25,0.49,0.06,4.41,3.43,3.8,2.45,2.21,4.84,2.57,-0.55,1.29,1.1,0.61,2.57,2.21,1.96,-1.29,4.04,4.35,2.82,1.65,1.78,2.21,1.96,0.31,-1.29,-4.11,-3.68
2026-08-03,603319,美湖股份,22.78,3.22,127921.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,107.99,107.99,3.16,9.96,15.89,17.91,19.93,21.51,22.91,20.63,20.72,23.75,25.81,13.21,8.03,15.1,11.72,15.06,17.52,29.28,16.37,24.36,26.6,30.29,34.33,28.01,33.93,31.04,28.93,28.14,24.14,21.55
2026-08-03,603386,骏亚科技,11.35,0.89,68988.0,,suf,"{""suf"": {""timeframe"": ""d""}}",元件,43.11,43.11,5.2,8.9,12.51,17.27,16.12,16.12,20.09,17.0,19.03,25.29,25.73,18.06,20.53,22.03,19.38,21.94,20.88,24.67,24.76,27.84,25.37,23.79,24.05,22.2,27.05,28.63,30.48,31.81,45.02,51.98
2026-08-03,605088,冠盛股份,21.22,4.95,60752.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,68.5,67.48,-0.47,1.79,0.19,-0.28,1.41,0.14,1.41,-0.75,-0.71,0.99,1.56,-4.01,-1.51,-1.04,-2.92,-4.19,-4.15,-4.05,-4.62,-4.29,-5.94,-6.46,2.92,7.3,3.53,3.06,1.04,-3.68,5.94,7.16
