日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-08-06,301042,安联锐视,31.48,5.6,116102.0,,suf,"{""suf"": {""timeframe"": ""d""}}",计算机设备,64.56,61.13,2.64,3.97,6.1,10.29,7.62,9.47,11.88,10.32,2.7,2.83,4.42,2.54,5.18,3.08,5.46,3.18,5.69,4.73,3.05,2.8,-0.19,2.13,0.19,-1.75,-3.94,-6.32,-4.1,-6.19,-4.03,-3.72
2026-08-06,603683,晶华新材,15.69,2.95,284446.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制品,81.47,80.63,1.15,0.25,-0.06,1.47,-1.72,-0.45,4.59,7.58,-0.38,-1.66,1.21,-1.02,0.38,0.0,1.72,8.03,8.09,10.07,7.71,4.59,1.91,3.89,3.38,0.83,-2.1,-4.27,0.45,-0.32,3.31,3.51
