日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-14,300014,亿纬锂能,49.3,1.44,256733.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,1501.66,1447.86,-1.91,-1.3,-2.17,4.58,1.36,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300073,当升科技,37.37,1.85,89013.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,297.51,276.56,1.77,3.43,2.86,4.12,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300432,富临精工,13.79,3.06,302819.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,428.47,423.65,-1.74,-1.31,-1.23,0.22,-3.34,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300474,景嘉微,47.76,1.19,41141.0,,suf,"{""suf"": {""timeframe"": ""d""}}",军工电子Ⅱ,310.44,241.45,-0.9,0.4,5.32,7.14,9.36,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300750,宁德时代,337.11,2.0,261849.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,18993.91,17715.28,-6.16,-9.38,-9.73,-10.43,-11.87,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300769,德方纳米,41.09,4.0,112451.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,133.2,119.69,0.44,1.12,0.0,2.21,1.73,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300815,玉禾田,14.68,1.17,31297.0,,suf,"{""suf"": {""timeframe"": ""d""}}",环境治理,82.83,81.12,-1.36,-0.82,-1.5,5.72,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300893,松原安全,13.59,3.19,72611.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,98.38,52.18,-2.28,-2.58,-0.22,0.81,2.58,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,301237,和顺科技,38.49,2.78,26756.0,,suf,"{""suf"": {""timeframe"": ""d""}}",塑料,43.12,35.5,0.7,3.51,1.3,3.53,3.79,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,301358,湖南裕能,53.95,0.94,95567.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,607.12,606.43,-0.95,-0.74,-1.48,-0.11,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,301575,艾芬达,23.11,12.29,169908.0,,suf,"{""suf"": {""timeframe"": ""d""}}",家居用品,39.24,7.88,2.9,0.91,0.0,9.26,10.77,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,301622,英思特,35.9,1.9,14077.0,,suf,"{""suf"": {""timeframe"": ""d""}}",金属新材料,70.13,38.0,-0.08,0.72,2.01,3.82,5.32,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,301658,首航新能,21.4,1.71,26195.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,213.65,21.36,-0.47,0.89,0.0,4.02,5.37,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,600418,江淮汽车,19.25,2.39,497712.0,,suf,"{""suf"": {""timeframe"": ""d""}}",商用车,1020.47,988.7,0.05,-1.04,0.68,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,600732,爱旭股份,10.19,0.3,109295.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,321.61,318.91,-0.79,-0.98,-1.28,6.38,8.34,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,600884,杉杉股份,11.18,0.09,160764.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,306.82,250.31,0.09,0.09,-1.43,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,601127,赛力斯,47.9,3.28,239740.0,,suf,"{""suf"": {""timeframe"": ""d""}}",乘用车,1662.2,1485.88,-5.09,-4.97,-1.63,-1.48,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,601567,三星医疗,14.17,10.02,350915.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,397.67,397.67,1.2,0.92,0.28,0.71,2.89,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,601633,长城汽车,14.71,1.59,221649.0,,suf,"{""suf"": {""timeframe"": ""d""}}",乘用车,1786.88,1296.49,-0.75,-3.26,-3.47,-4.49,-4.55,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,603262,技源集团,17.34,3.58,39692.0,,suf,"{""suf"": {""timeframe"": ""d""}}",食品加工,99.76,9.98,5.07,5.82,2.88,4.96,4.96,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,603659,璞泰来,22.24,4.02,261569.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,732.78,732.78,0.63,0.72,-0.45,0.13,-1.53,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,605099,共创草坪,28.55,0.85,7059.0,,suf,"{""suf"": {""timeframe"": ""d""}}",家居用品,172.97,172.5,0.53,0.18,0.42,0.53,1.23,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,605305,中际联合,31.7,1.34,31807.0,,suf,"{""suf"": {""timeframe"": ""d""}}",工程机械,89.26,89.26,2.18,0.38,0.91,-0.6,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,
