日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-14,000049,德赛电池,22.13,1.05,37844.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,105.47,105.44,-1.04,0.63,0.32,0.72,1.36,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,000423,东阿阿胶,46.47,1.37,52979.0,,suf,"{""suf"": {""timeframe"": ""d""}}",中药Ⅱ,359.79,359.16,-0.77,-1.01,-1.94,-2.6,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,000786,北新建材,15.96,1.01,184181.0,,suf,"{""suf"": {""timeframe"": ""d""}}",装修建材,424.54,421.36,-1.25,-0.69,-1.57,-0.19,1.94,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002020,京新药业,11.51,1.86,100050.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制药,133.29,112.07,-0.43,-1.04,-1.65,-0.96,2.09,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002032,苏 泊 尔,39.77,3.62,34543.0,,suf,"{""suf"": {""timeframe"": ""d""}}",小家电,351.7,351.48,0.25,-0.18,0.55,0.91,-1.31,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002709,天赐材料,33.04,2.26,399927.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,937.83,693.65,-0.76,0.18,-0.48,0.97,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002773,康弘药业,19.16,0.79,80291.0,,suf,"{""suf"": {""timeframe"": ""d""}}",生物制品,254.75,189.91,-0.16,-0.31,0.52,2.04,6.47,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002805,丰元股份,16.49,2.11,87533.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电池,51.11,50.83,1.27,3.34,1.82,2.49,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002865,钧达股份,36.92,0.6,41181.0,,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,223.83,161.7,-0.65,1.68,0.57,4.2,5.09,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002901,大博医疗,39.25,1.42,6898.0,,suf,"{""suf"": {""timeframe"": ""d""}}",医疗器械,178.24,124.19,-0.2,-1.45,-1.43,-1.04,0.94,,,,,,,,,,,,,,,,,,,,,,,,,
