日期,代码,名称,现价,涨幅(%),成交量,离SMA200(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-08-25,003021,兆威机电,72.78,10.01,59806.0,-29.56,,suf,"{""suf"": {""timeframe"": ""d""}}",电机Ⅱ,266.04,206.24,-2.5,-1.69,-3.23,3.19,1.17,-0.98,4.12,-0.41,0.33,-1.85,-3.27,-5.03,-7.01,-6.8,-8.12,-8.08,-5.98,-5.22,-4.09,,,,,,,,,,,
2026-08-25,601799,星宇股份,84.42,0.88,32547.0,-30.55,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,354.1,354.1,2.29,-3.03,-3.48,-7.14,-7.34,-7.97,-11.3,-9.59,-6.09,-8.1,-10.92,-13.85,-15.09,-13.75,-14.33,-15.91,-15.51,-13.79,-14.38,,,,,,,,,,,
2026-08-25,601901,方正证券,6.69,0.6,419094.0,-9.44,,suf,"{""suf"": {""timeframe"": ""d""}}",证券Ⅱ,569.66,569.66,1.94,3.29,3.44,2.84,4.33,2.54,2.99,3.44,2.54,3.29,2.84,4.19,1.49,1.05,1.64,2.09,0.9,2.09,3.29,,,,,,,,,,,
2026-08-25,603606,东方电缆,34.8,1.9,130326.0,-35.41,,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,397.16,397.16,-1.24,-1.61,-1.32,-2.79,-2.73,-5.2,-4.91,-2.1,-2.61,-2.33,-2.01,-0.89,2.44,3.51,5.34,3.62,2.07,3.1,4.48,,,,,,,,,,,
