日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-08-26,001286,陕西能源,9.51,0.96,207307.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电力,423.75,118.65,1.05,1.37,0.63,1.58,0.21,1.16,0.74,-0.63,0.21,1.79,1.89,2.63,3.36,4.1,3.26,0.95,1.58,0.95,,,,,,,,,,,,
2026-08-26,300443,金雷股份,18.82,0.91,40428.0,,suf,"{""suf"": {""timeframe"": ""d""}}",风电设备,93.99,71.28,0.05,-0.74,3.24,2.34,-0.43,-0.85,-1.06,-0.58,0.05,-1.12,-0.96,1.06,-0.9,5.42,3.29,8.18,7.92,5.47,,,,,,,,,,,,
2026-08-26,300893,松原安全,14.4,1.62,44026.0,,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,98.38,52.18,-0.07,-0.69,2.08,2.08,1.32,2.64,-0.28,-0.56,0.35,0.35,-3.06,-8.54,-5.63,-7.78,-8.06,-5.83,-4.86,-3.19,,,,,,,,,,,,
2026-08-26,300910,瑞丰新材,27.28,7.44,204771.0,,suf,"{""suf"": {""timeframe"": ""d""}}",化学制品,141.07,98.64,1.1,5.43,7.11,9.13,9.13,10.96,8.1,10.37,6.96,5.35,4.84,1.83,1.8,0.55,1.39,0.04,1.76,4.29,,,,,,,,,,,,
2026-08-26,600132,重庆啤酒,40.04,0.83,36146.0,,suf,"{""suf"": {""timeframe"": ""d""}}",非白酒,275.38,275.38,-0.37,0.6,-0.17,-1.0,-2.45,-1.37,-0.15,0.0,0.07,-0.82,-2.55,-3.85,-3.65,-3.47,-4.55,-5.64,-5.67,-4.82,,,,,,,,,,,,
2026-08-26,600363,联创光电,17.84,0.56,367322.0,,suf,"{""suf"": {""timeframe"": ""d""}}",消费电子,228.19,228.19,2.07,1.96,-8.24,-9.14,-8.41,-10.31,-8.58,-8.24,-10.03,-11.49,-12.67,-14.8,-14.85,-16.26,-13.34,-14.69,-9.98,-10.26,,,,,,,,,,,,
2026-08-26,600930,华电新能,4.0,0.76,917205.0,,suf,"{""suf"": {""timeframe"": ""d""}}",电力,2828.23,218.98,-1.5,-1.25,-1.75,-1.75,-2.75,-2.75,-2.25,-2.75,-1.0,-1.0,-1.25,-1.75,-1.5,-1.0,-0.5,-2.5,-0.75,-0.5,,,,,,,,,,,,
2026-08-26,603093,南华期货,12.29,6.41,503490.0,,suf,"{""suf"": {""timeframe"": ""d""}}",多元金融,141.82,120.55,10.01,7.57,7.97,12.86,10.09,7.73,9.76,6.92,8.14,8.46,10.41,1.06,-2.2,-1.3,2.6,2.85,3.5,13.83,,,,,,,,,,,,
