日期,信号,代码,相距SMA,现价,涨幅,止损,策略,参组,参数,名称,周期,SMA,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-09-21 00:00:00,Short,TPST,,0.77,-20.04%,1.1,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TEMPEST THERAPEUTICS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,MANE,,112.8,5.67%,99.63,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",VERADERMICS INC,1D,,,,,,,
2026-09-21 00:00:00,Short,CRVS,,12.42,-1.11%,13.45,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CORVUS PHARMACEUTICALS INC,1D,,一直亮红,nan-6.39-12.95-10.83-12.53,低-高-低-高,nan%-102.66%-16.37%-15.70%,38.0,25.46
2026-09-21 00:00:00,Long,KIDZ,-99.42,3.08,3.70%,2.13,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",KIDZ AI INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,KIDZ,-99.42,3.08,3.70%,2.13,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",KIDZ AI INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,FUN,-30.06,12.37,1.23%,11.45,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",SIX FLAGS ENTERTAINMENT CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,FUN,-30.06,12.37,1.23%,11.45,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",SIX FLAGS ENTERTAINMENT CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,GYRO,-32.41,5.01,0.40%,4.92,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",GYRODYNE LLC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,GYRO,-32.41,5.01,0.40%,4.92,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",GYRODYNE LLC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,REPX,,40.62,-6.92%,44.59,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RILEY EXPLORATION PERMIAN IN,1D,,,,,,,
2026-09-21 00:00:00,Short,REPX,,40.62,-6.92%,44.59,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RILEY EXPLORATION PERMIAN IN,1D,,,,,,,
2026-09-21 00:00:00,Long,GRPN,,22.05,15.57%,18.29,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GROUPON INC,1D,,,,,,,
2026-09-21 00:00:00,Long,GRPN,,22.05,15.57%,18.29,mfa,参数一,"{""mfa"": {""mfa_all"": 25}}",GROUPON INC,1D,,,,,,,
2026-09-21 00:00:00,Long,GRPN,,22.05,15.57%,18.29,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GROUPON INC,1D,,,,,,,
2026-09-21 00:00:00,Long,GRPN,,22.05,15.57%,18.29,mfa,参数二,"{""mfa"": {""mfa_all"": 25}}",GROUPON INC,1D,,,,,,,
2026-09-21 00:00:00,Short,PXED,,26.44,-0.75%,27.71,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PHOENIX EDUCATION PARTNERS I,1D,,一直亮红,25.52-24.56-27.7-29.07-26.58,低-高-高-低,3.78%-12.81%-4.91%-8.55%,25.0,14.07
2026-09-21 00:00:00,Short,PXED,,26.44,-0.75%,27.71,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PHOENIX EDUCATION PARTNERS I,1D,,一直亮红,nan-26.3-24.56-26.58,低-低-高,nan%-6.63%-8.23%,25.0,14.07
2026-09-21 00:00:00,Long,AIP,,24.16,8.34%,21.5,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ARTERIS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,KLRS,-48.37,3.24,1.41%,2.86,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",KALARIS THERAPEUTICS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,KLRS,-48.37,3.24,1.41%,2.86,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",KALARIS THERAPEUTICS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,SZZL,,10.46,-0.10%,10.48,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SIZZLE ACQUISITION CORP-CL A,1D,,,,,,,
2026-09-21 00:00:00,Short,WBI,,29.93,-3.01%,31.82,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",WATERBRIDGE INFRASTRUC-CL A,1D,,支撑释放,26.69-28.53-27.46-30.75-30.57,高-低-高-低,6.89%-3.77%-12.01%-0.61%,19.0,12.15
2026-09-21 00:00:00,Long,LUV,,41.77,1.93%,39.69,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SOUTHWEST AIRLINES CO,1D,,,,,,,
2026-09-21 00:00:00,Long,ANIP,,78.85,3.56%,72.7,mfa,参数一,"{""mfa"": {""mfa_all"": 42}}",ANI PHARMACEUTICALS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,ANIP,,78.85,3.56%,72.7,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ANI PHARMACEUTICALS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,ANIP,,78.85,3.56%,72.7,mfa,参数二,"{""mfa"": {""mfa_all"": 42}}",ANI PHARMACEUTICALS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,VGZ,,2.74,21.24%,2.46,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",VISTA GOLD CORP,1D,,压力释放,3.13-2.31-2.4-2.66-2.54,低-高-高-低,26.20%-3.90%-10.83%-4.51%,19.0,23.9
2026-09-21 00:00:00,Long,DYNC,,10.95,0.64%,10.85,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DYNAMIX CORP,1D,,,,,,,
2026-09-21 00:00:00,Short,OVV,,60.18,-3.51%,63.6,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",OVINTIV INC,1D,,,,,,,
2026-09-21 00:00:00,Short,DRVN,,12.11,-1.38%,12.83,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DRIVEN BRANDS HOLDINGS INC,1D,,一直亮红,9.8-11.66-12.49-12.12-12.18,高-高-低-高,18.98%-7.12%-2.92%-0.41%,27.0,13.68
2026-09-21 00:00:00,Short,DRVN,,12.11,-1.38%,12.83,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DRIVEN BRANDS HOLDINGS INC,1D,,一直亮红,14.34-9.8-11.66-12.49-12.12,低-高-高-低,31.64%-18.98%-7.12%-2.92%,62.0,31.05
2026-09-21 00:00:00,Long,SWMR,,23.45,-2.21%,18.05,mfa,参数一,"{""mfa"": {""mfa_all"": 16}}",SWARMER INC,1D,,,,,,,
2026-09-21 00:00:00,Long,SWMR,,23.45,-2.21%,18.05,mfa,参数二,"{""mfa"": {""mfa_all"": 16}}",SWARMER INC,1D,,,,,,,
2026-09-21 00:00:00,Long,VIVS,-81.42,0.25,8.70%,0.19,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",VIVOSIM LABS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,VIVS,-81.42,0.25,8.70%,0.19,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",VIVOSIM LABS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,AUBN,,27.5,0.00%,27.06,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AUBURN NATL BANCORPORATION,1D,,压力释放,nan-27.09-23.87-28.59-26.73,低-低-高-低,nan%-11.89%-19.75%-6.51%,27.0,3.37
2026-09-21 00:00:00,Short,HSCS,80.59,4.68,-10.00%,5.69,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",HEARTSCIENCES INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,HSCS,80.59,4.68,-10.00%,5.69,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",HEARTSCIENCES INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,VBIO,-88.77,2.38,12.26%,1.24,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",VALION BIO INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,VBIO,-88.77,2.38,12.26%,1.24,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",VALION BIO INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,AARD,,5.57,3.53%,4.69,mfa,参数一,"{""mfa"": {""mfa_all"": 15}}",AARDVARK THERAPEUTICS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,AARD,,5.57,3.53%,4.69,mfa,参数二,"{""mfa"": {""mfa_all"": 15}}",AARDVARK THERAPEUTICS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,STKS,,1.67,1.21%,1.53,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ONE GROUP HOSPITALITY INC/TH,1D,,,,,,,
2026-09-21 00:00:00,Long,YUMC,-11.75,41.47,0.85%,40.24,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",YUM CHINA HOLDINGS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,YUMC,-11.75,41.47,0.85%,40.24,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",YUM CHINA HOLDINGS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,LTRN,,1.5,-3.23%,1.8,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",LANTERN PHARMA INC,1D,,一直释放,2.53-2.45-1.11-1.96-2.51,低-低-高-高,3.16%-54.69%-76.58%-28.06%,36.0,16.33
2026-09-21 00:00:00,Short,CTSH,,59.38,-0.82%,64.16,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",COGNIZANT TECH SOLUTIONS-A,1D,,,,,,,
2026-09-21 00:00:00,Long,NIKI,-44.31,4.97,5.30%,3.97,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",NIKI BIOSOLUTIONS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,NIKI,-44.31,4.97,5.30%,3.97,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",NIKI BIOSOLUTIONS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,DPU,,1.61,-1.23%,1.83,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TOP KINGWIN LTD-A,1D,,一直亮红,2.0-1.95-1.65-1.6-1.62,低-低-低-高,2.50%-15.38%-3.03%-1.25%,33.0,60.49
2026-09-21 00:00:00,Short,IBAC,2.95,11.04,-5.15%,11.32,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",IB ACQUISITION CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,IBAC,2.95,11.04,-5.15%,11.32,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",IB ACQUISITION CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,REFR,-12.25,0.76,16.92%,0.88,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",RESEARCH FRONTIERS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,REFR,-12.25,0.76,16.92%,0.88,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",RESEARCH FRONTIERS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,FRMM,,4.92,5.58%,4.37,mfa,参数一,"{""mfa"": {""mfa_all"": 10}}",FORUM MARKETS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,FRMM,,4.92,5.58%,4.37,mfa,参数二,"{""mfa"": {""mfa_all"": 10}}",FORUM MARKETS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,HUT,,103.42,4.74%,92.02,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HUT 8 CORP,1D,,,,,,,
2026-09-21 00:00:00,Short,FDX,,295.79,-2.59%,310.74,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",FEDEX CORP,1D,,一直亮红,nan-272.88-283.19-301.82,低-高-高,nan%-3.78%-6.58%,38.0,12.77
2026-09-21 00:00:00,Long,DD,,129.79,0.60%,125.84,mfa,参数一,"{""mfa"": {""mfa_all"": 11}}",DUPONT DE NEMOURS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,DD,,129.79,0.60%,125.84,mfa,参数二,"{""mfa"": {""mfa_all"": 11}}",DUPONT DE NEMOURS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,CCL,-18.49,22.31,2.15%,21.32,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",CARNIVAL CORP LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,CCL,-18.49,22.31,2.15%,21.32,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",CARNIVAL CORP LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,INIO,,20.3,-4.02%,18.39,mfa,参数一,"{""mfa"": {""mfa_all"": 16}}",INNIO NV,1D,,,,,,,
2026-09-21 00:00:00,Long,INIO,,20.3,-4.02%,18.39,mfa,参数二,"{""mfa"": {""mfa_all"": 16}}",INNIO NV,1D,,,,,,,
2026-09-21 00:00:00,Long,SHOO,,42.83,1.71%,40.39,mfa,参数一,"{""mfa"": {""mfa_all"": 14}}",STEVEN MADDEN LTD,1D,,,,,,,
2026-09-21 00:00:00,Long,SHOO,,42.83,1.71%,40.39,mfa,参数二,"{""mfa"": {""mfa_all"": 14}}",STEVEN MADDEN LTD,1D,,,,,,,
2026-09-21 00:00:00,Long,GRML,,9.42,230.53%,5.2,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GREENLAND MINES LTD,1D,,,,,,,
2026-09-21 00:00:00,Long,GRML,-38.57,9.42,230.53%,5.2,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",GREENLAND MINES LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,GRML,,9.42,230.53%,5.2,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GREENLAND MINES LTD,1D,,,,,,,
2026-09-21 00:00:00,Long,GRML,-38.57,9.42,230.53%,5.2,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",GREENLAND MINES LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,CTOR,18.58,1.04,-8.33%,1.24,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",CITIUS ONCOLOGY INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,CTOR,18.58,1.04,-8.33%,1.24,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",CITIUS ONCOLOGY INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,EXP,-14.22,179.14,1.31%,171.28,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",EAGLE MATERIALS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,EXP,-14.22,179.14,1.31%,171.28,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",EAGLE MATERIALS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,APUR,,10.02,-0.20%,10.04,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",APERTURE AC- CL A,1D,,,,,,,
2026-09-21 00:00:00,Short,WGS,19.57,97.83,-3.23%,107.36,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",GENEDX HOLDINGS CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,WGS,19.57,97.83,-3.23%,107.36,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",GENEDX HOLDINGS CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,NXXT,42.97,0.9,-20.79%,1.1,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",NEXTNRG INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,NXXT,42.97,0.9,-20.79%,1.1,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",NEXTNRG INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,RFAM,,10.0,0.10%,9.99,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RF ACQUISITION CORP III,1D,,一直亮绿,nan-9.94-9.92-10.0,低-低-高,nan%-0.20%-0.81%,21.0,0.91
2026-09-21 00:00:00,Long,TJX,,130.96,2.92%,124.03,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TJX COMPANIES INC,1D,,,,,,,
2026-09-21 00:00:00,Short,CMPX,,1.82,-4.21%,2.0,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",COMPASS THERAPEUTICS INC,1D,,一直亮红,nan-4.79-4.87-1.61-1.85,低-高-低-高,nan%-1.67%-66.94%-14.91%,32.0,37.84
2026-09-21 00:00:00,Long,RLMD,,4.16,0.97%,3.83,mfa,参数一,"{""mfa"": {""mfa_all"": 47}}",RELMADA THERAPEUTICS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,RLMD,,4.16,0.97%,3.83,mfa,参数二,"{""mfa"": {""mfa_all"": 47}}",RELMADA THERAPEUTICS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,CMCSA,-13.24,22.93,0.84%,21.77,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",COMCAST CORP-CLASS A,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,CMCSA,-13.24,22.93,0.84%,21.77,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",COMCAST CORP-CLASS A,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,APYX,,2.91,-4.90%,2.68,mfa,参数一,"{""mfa"": {""mfa_all"": 42}}",APYX MEDICAL CORP,1D,,,,,,,
2026-09-21 00:00:00,Long,APYX,,2.91,-4.90%,2.68,mfa,参数二,"{""mfa"": {""mfa_all"": 42}}",APYX MEDICAL CORP,1D,,,,,,,
2026-09-21 00:00:00,Long,BELFB,,243.46,0.62%,229.81,mfa,参数一,"{""mfa"": {""mfa_all"": 12}}",BEL FUSE INC-CL B,1D,,,,,,,
2026-09-21 00:00:00,Long,BELFB,,243.46,0.62%,229.81,mfa,参数二,"{""mfa"": {""mfa_all"": 12}}",BEL FUSE INC-CL B,1D,,,,,,,
2026-09-21 00:00:00,Long,MG,,20.99,1.16%,19.78,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",MISTRAS GROUP INC,1D,,压力释放,nan-15.84-19.56-19.64-20.2,低-高-高-高,nan%-23.48%-0.41%-2.85%,21.0,11.17
2026-09-21 00:00:00,Long,MG,,20.99,1.16%,19.78,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",MISTRAS GROUP INC,1D,,压力释放,nan-15.84-19.56-19.64-20.2,低-高-高-高,nan%-23.48%-0.41%-2.85%,21.0,11.17
2026-09-21 00:00:00,Long,ICU,,3.58,1.13%,3.1,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SEASTAR MEDICAL HOLDING CORP,1D,,,,,,,
2026-09-21 00:00:00,Long,NNNN,-73.59,5.68,8.19%,4.47,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",ANBIO BIOTECHNOLOGY LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,NNNN,-73.59,5.68,8.19%,4.47,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",ANBIO BIOTECHNOLOGY LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,TK,28.89,14.36,-2.38%,15.23,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",TEEKAY CORP LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,TK,28.89,14.36,-2.38%,15.23,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",TEEKAY CORP LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,CDNA,,54.33,0.93%,51.39,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CAREDX INC,1D,,压力释放,21.49-18.95-23.24-49.76-53.67,低-高-高-高,11.80%-22.64%-114.11%-7.86%,16.0,14.96
2026-09-21 00:00:00,Long,GTERA,,10.43,0.10%,10.43,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GLOBA TERRA ACQUISITION CO-A,1D,,一直释放,nan-10.29-10.18,低-低,nan%-1.07%,114.0,0.68
2026-09-21 00:00:00,Short,FRD,,39.96,-3.03%,43.37,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",FRIEDMAN INDUSTRIES,1D,,一直亮红,17.65-16.5-30.63-30.68-41.16,低-高-高-高,6.55%-85.69%-0.15%-34.16%,19.0,12.95
