日期,信号,代码,相距SMA,现价,涨幅,止损,策略,参组,参数,名称,周期,SMA,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-09-21 00:00:00,Short,BATL,,1.15,-4.17%,1.26,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BATTALION OIL CORP,1D,,支撑释放,1.08-2.33-3.0-1.1-1.26,高-高-低-高,115.28%-29.03%-63.33%-14.55%,38.0,23.81
2026-09-21 00:00:00,Short,BATL,,1.15,-4.17%,1.26,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BATTALION OIL CORP,1D,,支撑释放,nan-1.08-1.1-1.26,低-高-高,nan%-1.85%-14.55%,38.0,23.81
2026-09-21 00:00:00,Long,WHR,-40.82,32.64,2.10%,29.82,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",WHIRLPOOL CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,WHR,-40.82,32.64,2.10%,29.82,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",WHIRLPOOL CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,UONE,-42.99,4.29,1.18%,4.04,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",URBAN ONE INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,UONE,-42.99,4.29,1.18%,4.04,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",URBAN ONE INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,UK,,1.89,-4.83%,1.73,mfa,参数一,"{""mfa"": {""mfa_all"": 12}}",UCOMMUNE INTERNATIONAL LTD-A,1D,,,,,,,
2026-09-21 00:00:00,Long,UK,,1.89,-4.83%,1.73,mfa,参数二,"{""mfa"": {""mfa_all"": 12}}",UCOMMUNE INTERNATIONAL LTD-A,1D,,,,,,,
2026-09-21 00:00:00,Long,TKNO,,8.34,7.06%,7.19,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ALPHA TEKNOVA INC,1D,,压力释放,4.48-5.78-6.14-7.84-7.64,高-高-高-低,29.02%-6.23%-27.69%-2.55%,12.0,20.7
2026-09-21 00:00:00,Long,ETN,,435.43,2.51%,410.63,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",EATON CORP PLC,1D,,,,,,,
2026-09-21 00:00:00,Long,PULM,,1.68,16.67%,1.29,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PULMATRIX INC,1D,,,,,,,
2026-09-21 00:00:00,Long,PULM,,1.68,16.67%,1.29,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PULMATRIX INC,1D,,,,,,,
2026-09-21 00:00:00,Long,RBC,,492.56,-1.69%,476.71,mfa,参数一,"{""mfa"": {""mfa_all"": 38}}",RBC BEARINGS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,RBC,,492.56,-1.69%,476.71,mfa,参数二,"{""mfa"": {""mfa_all"": 38}}",RBC BEARINGS INC,1D,,,,,,,
2026-09-21 00:00:00,Short,STAK,,1.08,0.93%,1.33,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",STAK INC-A,1D,,支撑释放,0.29-0.77-0.8-1.17-1.1,高-高-高-低,165.52%-3.90%-46.25%-5.98%,21.0,28.64
2026-09-21 00:00:00,Long,EVR,-17.61,269.01,2.44%,251.68,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",EVERCORE INC - A,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,EVR,-17.61,269.01,2.44%,251.68,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",EVERCORE INC - A,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,DOV,,186.09,-0.71%,180.62,mfa,参数一,"{""mfa"": {""mfa_all"": 14}}",DOVER CORP,1D,,,,,,,
2026-09-21 00:00:00,Long,DOV,,186.09,-0.71%,180.62,mfa,参数二,"{""mfa"": {""mfa_all"": 14}}",DOVER CORP,1D,,,,,,,
2026-09-21 00:00:00,Short,WM,,207.04,-1.92%,214.13,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",WASTE MANAGEMENT INC,1D,,一直亮红,nan-217.19-208.29,低-低,nan%-4.10%,76.0,18.13
2026-09-21 00:00:00,Long,ECVT,,10.39,-0.48%,10.03,mfa,参数一,"{""mfa"": {""mfa_all"": 6}}",ECOVYST INC,1D,,,,,,,
2026-09-21 00:00:00,Long,ECVT,,10.39,-0.48%,10.03,mfa,参数二,"{""mfa"": {""mfa_all"": 6}}",ECOVYST INC,1D,,,,,,,
2026-09-21 00:00:00,Long,IBP,-21.24,202.48,2.45%,187.06,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",INSTALLED BUILDING PRODUCTS,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,IBP,-21.24,202.48,2.45%,187.06,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",INSTALLED BUILDING PRODUCTS,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,NRXS,,7.14,-6.18%,6.63,mfa,参数一,"{""mfa"": {""mfa_all"": 6}}",NEURAXIS INC,1D,,,,,,,
2026-09-21 00:00:00,Short,NRXS,16.3,7.14,-6.18%,8.17,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",NEURAXIS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,NRXS,,7.14,-6.18%,6.63,mfa,参数二,"{""mfa"": {""mfa_all"": 6}}",NEURAXIS INC,1D,,,,,,,
2026-09-21 00:00:00,Short,NRXS,16.3,7.14,-6.18%,8.17,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",NEURAXIS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,LII,,363.64,1.23%,345.67,mfa,参数一,"{""mfa"": {""mfa_all"": 25}}",LENNOX INTERNATIONAL INC,1D,,,,,,,
2026-09-21 00:00:00,Long,LII,-25.97,363.64,1.23%,345.67,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",LENNOX INTERNATIONAL INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,LII,,363.64,1.23%,345.67,mfa,参数二,"{""mfa"": {""mfa_all"": 25}}",LENNOX INTERNATIONAL INC,1D,,,,,,,
2026-09-21 00:00:00,Long,LII,-25.97,363.64,1.23%,345.67,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",LENNOX INTERNATIONAL INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,MCHX,-14.76,1.39,10.32%,1.1,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",MARCHEX INC-CLASS B,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,MCHX,-14.76,1.39,10.32%,1.1,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",MARCHEX INC-CLASS B,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,SOUL,,10.47,0.00%,10.46,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SOULPOWER ACQUISITION CO-A,1D,,一直释放,nan-10.83-10.29-10.34,低-低-高,nan%-4.96%-0.49%,108.0,0.49
2026-09-21 00:00:00,Long,FBYD,,6.79,-2.44%,5.49,mfa,参数一,"{""mfa"": {""mfa_all"": 15}}",FALCON'S BEYOND GLOBAL INC-A,1D,,,,,,,
2026-09-21 00:00:00,Long,FBYD,,6.79,-2.44%,5.49,mfa,参数二,"{""mfa"": {""mfa_all"": 15}}",FALCON'S BEYOND GLOBAL INC-A,1D,,,,,,,
2026-09-21 00:00:00,Long,ACA,,146.22,0.26%,145.56,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ARCOSA INC,1D,,压力释放,113.11-130.9-135.53-146.87-145.98,高-高-高-低,15.72%-3.54%-8.36%-0.61%,34.0,0.88
2026-09-21 00:00:00,Short,LNC,,41.68,-1.23%,43.94,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",LINCOLN NATIONAL CORP,1D,,支撑释放,38.13-31.4-32.84-34.88-41.93,低-高-高-高,17.63%-4.58%-6.20%-20.22%,21.0,9.47
2026-09-21 00:00:00,Long,WULF,,17.45,2.59%,15.76,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TERAWULF INC,1D,,,,,,,
2026-09-21 00:00:00,Short,DINO,61.12,109.29,-5.70%,123.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",HF SINCLAIR CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,DINO,61.12,109.29,-5.70%,123.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",HF SINCLAIR CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,ANVS,-48.44,1.19,4.39%,1.06,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",ANNOVIS BIO,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,ANVS,-48.44,1.19,4.39%,1.06,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",ANNOVIS BIO,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,RVLV,,21.15,2.37%,19.8,mfa,参数一,"{""mfa"": {""mfa_all"": 15}}",REVOLVE GROUP INC-A,1D,,,,,,,
2026-09-21 00:00:00,Long,RVLV,,21.15,2.37%,19.8,mfa,参数二,"{""mfa"": {""mfa_all"": 15}}",REVOLVE GROUP INC-A,1D,,,,,,,
2026-09-21 00:00:00,Short,FLUT,,86.86,-3.01%,94.65,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",FLUTTER ENTERTAINMENT PLC-DI,1D,,支撑释放,99.96-98.88-91.52-95.11-89.71,低-低-高-低,1.09%-7.44%-3.92%-5.68%,32.0,16.87
2026-09-21 00:00:00,Long,DGXX,,4.36,6.60%,3.82,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DIGI POWER X INC,1D,,压力释放,nan-3.44-3.05-9.2-4.34,低-低-高-低,nan%-11.34%-201.64%-52.83%,26.0,29.94
2026-09-21 00:00:00,Long,DGXX,,4.36,6.60%,3.82,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DIGI POWER X INC,1D,,,,,,,
2026-09-21 00:00:00,Long,XPER,-15.32,5.55,1.09%,5.26,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",XPERI INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,XPER,-15.32,5.55,1.09%,5.26,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",XPERI INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,PFBC,,106.36,0.89%,102.97,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PREFERRED BANK/LOS ANGELES,1D,,,,,,,
2026-09-21 00:00:00,Long,HWM,,227.37,-1.00%,217.82,mfa,参数一,"{""mfa"": {""mfa_all"": 20}}",HOWMET AEROSPACE INC,1D,,,,,,,
2026-09-21 00:00:00,Long,HWM,,227.37,-1.00%,217.82,mfa,参数二,"{""mfa"": {""mfa_all"": 20}}",HOWMET AEROSPACE INC,1D,,,,,,,
2026-09-21 00:00:00,Long,NUVB,,6.07,3.76%,5.53,mfa,参数一,"{""mfa"": {""mfa_all"": 6}}",NUVATION BIO INC,1D,,,,,,,
2026-09-21 00:00:00,Long,NUVB,,6.07,3.76%,5.53,mfa,参数二,"{""mfa"": {""mfa_all"": 6}}",NUVATION BIO INC,1D,,,,,,,
2026-09-21 00:00:00,Long,UAL,,114.39,5.22%,106.68,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",UNITED AIRLINES HOLDINGS INC,1D,,,,,,,
2026-09-21 00:00:00,Short,SIEB,,2.21,-7.53%,2.53,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SIEBERT FINANCIAL CORP,1D,,,,,,,
2026-09-21 00:00:00,Short,REI,,1.38,-5.48%,1.5,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RING ENERGY INC,1D,,,,,,,
2026-09-21 00:00:00,Long,SITE,,91.32,0.94%,86.44,mfa,参数一,"{""mfa"": {""mfa_all"": 6}}",SITEONE LANDSCAPE SUPPLY INC,1D,,,,,,,
2026-09-21 00:00:00,Long,SITE,,91.32,0.94%,86.44,mfa,参数二,"{""mfa"": {""mfa_all"": 6}}",SITEONE LANDSCAPE SUPPLY INC,1D,,,,,,,
2026-09-21 00:00:00,Short,FANG,,189.27,-1.64%,197.27,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DIAMONDBACK ENERGY INC,1D,,支撑释放,168.69-184.51-169.17-183.79-196.65,高-低-高-高,9.38%-8.32%-8.64%-7.00%,17.0,8.47
2026-09-21 00:00:00,Long,CG,-17.87,40.86,1.90%,38.6,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",CARLYLE GROUP INC/THE,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,CG,-17.87,40.86,1.90%,38.6,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",CARLYLE GROUP INC/THE,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,CLB,,10.94,-2.76%,11.74,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CORE LABORATORIES INC,1D,,,,,,,
2026-09-21 00:00:00,Long,TWLO,,266.06,9.11%,232.41,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TWILIO INC - A,1D,,压力释放,130.16-203.71-238.48-229.22-258.35,高-高-低-高,56.51%-17.07%-3.88%-12.71%,28.0,19.72
2026-09-21 00:00:00,Long,TWLO,,266.06,9.11%,232.41,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TWILIO INC - A,1D,,压力释放,nan-145.9-238.48-229.22-258.35,低-高-低-高,nan%-63.45%-3.88%-12.71%,28.0,19.72
2026-09-21 00:00:00,Long,SBFM,-87.63,0.91,1.00%,0.76,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",SUNSHINE BIOPHARMA INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,SBFM,-87.63,0.91,1.00%,0.76,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",SUNSHINE BIOPHARMA INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,GRAB,-25.96,2.91,4.11%,2.65,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",GRAB HOLDINGS LTD - CL A,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,GRAB,-25.96,2.91,4.11%,2.65,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",GRAB HOLDINGS LTD - CL A,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,APA,,43.81,-2.36%,45.93,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",APA CORP,1D,,,,,,,
2026-09-21 00:00:00,Long,ARWR,-5.16,68.79,3.47%,62.08,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",ARROWHEAD PHARMACEUTICALS IN,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,ARWR,-5.16,68.79,3.47%,62.08,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",ARROWHEAD PHARMACEUTICALS IN,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,BKTI,,74.72,1.74%,70.45,mfa,参数一,"{""mfa"": {""mfa_all"": 27}}",BK TECHNOLOGIES CORP,1D,,,,,,,
2026-09-21 00:00:00,Long,BKTI,,74.72,1.74%,70.45,mfa,参数二,"{""mfa"": {""mfa_all"": 27}}",BK TECHNOLOGIES CORP,1D,,,,,,,
2026-09-21 00:00:00,Short,SCWO,,2.86,-8.63%,3.43,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",374WATER INC,1D,,,,,,,
2026-09-21 00:00:00,Long,MFC,,44.58,0.45%,43.64,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",MANULIFE FINANCIAL CORP,1D,,,,,,,
2026-09-21 00:00:00,Short,PXS,64.82,7.05,-4.21%,8.16,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",PYXIS TANKERS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,PXS,64.82,7.05,-4.21%,8.16,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",PYXIS TANKERS INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,AEHR,,96.93,3.68%,84.25,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AEHR TEST SYSTEMS,1D,,,,,,,
2026-09-21 00:00:00,Short,NTR,,74.54,-3.31%,79.31,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",NUTRIEN LTD,1D,,,,,,,
2026-09-21 00:00:00,Short,HBNB,,4.87,-2.93%,5.75,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HOTEL101 GLOBAL HOLDINGS C-A,1D,,一直释放,nan-6.16-5.4-5.0-5.08,低-低-低-高,nan%-12.34%-7.41%-1.60%,21.0,9.84
2026-09-21 00:00:00,Short,VNCE,101.76,9.13,-14.67%,11.33,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",VINCE HOLDING CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,VNCE,101.76,9.13,-14.67%,11.33,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",VINCE HOLDING CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,CARR,-10.8,54.62,1.37%,52.07,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",CARRIER GLOBAL CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,CARR,-10.8,54.62,1.37%,52.07,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",CARRIER GLOBAL CORP,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,CXAI,,2.51,1.21%,2.98,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CXAPP INC,1D,,一直释放,nan-8.1-7.1-6.55-5.3,低-低-低-低,nan%-12.35%-7.75%-19.08%,39.0,78.3
2026-09-21 00:00:00,Long,CCS,,61.66,1.87%,58.57,mfa,参数一,"{""mfa"": {""mfa_all"": 10}}",CENTURY COMMUNITIES INC,1D,,,,,,,
2026-09-21 00:00:00,Long,CCS,,61.66,1.87%,58.57,mfa,参数二,"{""mfa"": {""mfa_all"": 10}}",CENTURY COMMUNITIES INC,1D,,,,,,,
2026-09-21 00:00:00,Long,IMUX,-3.59,10.83,1.98%,9.58,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",IMMUNIC INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,IMUX,-3.59,10.83,1.98%,9.58,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",IMMUNIC INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,CVX,,203.67,-2.79%,213.61,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CHEVRON CORP,1D,,,,,,,
2026-09-21 00:00:00,Short,CVX,,203.67,-2.79%,213.61,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CHEVRON CORP,1D,,,,,,,
2026-09-21 00:00:00,Short,ETD,,20.97,-2.06%,22.12,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ETHAN ALLEN INTERIORS INC,1D,,,,,,,
2026-09-21 00:00:00,Long,SCL,,61.81,-0.11%,60.09,mfa,参数一,"{""mfa"": {""mfa_all"": 6}}",STEPAN CO,1D,,,,,,,
2026-09-21 00:00:00,Long,SCL,,61.81,-0.11%,60.09,mfa,参数二,"{""mfa"": {""mfa_all"": 6}}",STEPAN CO,1D,,,,,,,
2026-09-21 00:00:00,Long,MBC,-28.36,6.82,3.02%,6.14,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",MASTERBRAND INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,MBC,-28.36,6.82,3.02%,6.14,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",MASTERBRAND INC,1D,200.0,,,,,,
2026-09-21 00:00:00,Long,OFAL,,0.58,-2.69%,0.42,mfa,参数一,"{""mfa"": {""mfa_all"": 7}}",OFA GROUP-A,1D,,,,,,,
2026-09-21 00:00:00,Long,OFAL,,0.58,-2.69%,0.42,mfa,参数二,"{""mfa"": {""mfa_all"": 7}}",OFA GROUP-A,1D,,,,,,,
2026-09-21 00:00:00,Long,SITM,,638.32,3.92%,573.98,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SITIME CORP,1D,,,,,,,
2026-09-21 00:00:00,Long,PRFX,,0.96,-5.69%,0.85,mfa,参数一,"{""mfa"": {""mfa_all"": 7}}",PRF TECHNOLOGIES LTD,1D,,,,,,,
2026-09-21 00:00:00,Long,PRFX,,0.96,-5.69%,0.85,mfa,参数二,"{""mfa"": {""mfa_all"": 7}}",PRF TECHNOLOGIES LTD,1D,,,,,,,
2026-09-21 00:00:00,Long,LOGI,,105.12,5.60%,99.48,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",LOGITECH INTERNATIONAL-REG,1D,,,,,,,
2026-09-21 00:00:00,Short,AUC,8.34,7.66,-17.90%,10.02,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",ATIF HOLDINGS LTD,1D,200.0,,,,,,
2026-09-21 00:00:00,Short,AUC,8.34,7.66,-17.90%,10.02,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",ATIF HOLDINGS LTD,1D,200.0,,,,,,
