日期,代码,名称,现价,涨幅(%),成交量,释放,TSQ,RSQ,STC,BSA,RPT,PSQ,换手(%),止损,挤压,判断,分数,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-30,000042,中洲控股,9.63,8.57,364697.0,压力释放,低-高-高-低,7.21%-0.80%-8.96%-0.94%,51.61[bull],29,13.47,9.43-8.75-8.82-9.61-9.52,5.0,8.81,4,📈ema📉adx🗒️rsi,n 94｜s 29｜d 0.36%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",房地产开发,62.23,62.16,1.35,-0.21,5.5,3.95,6.44,5.61,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,002149,西部材料,63.51,9.99,764253.0,一直释放,低-高-低-高,18.29%-10.54%-17.09%-207.26%,30.36[bull],54,45.24,25.2-20.59-22.76-18.87-57.98,16.0,53.42,29,📈ema📈adx🗒️rsi,n 19｜s 00｜d 15.13%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",小金属,241.42,241.38,10.0,15.68,14.06,18.78,17.05,18.03,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,002645,华宏科技,25.77,9.99,457693.0,一直释放,高-高-高,14.89%-2.14%-77.48%,99.75[bull],121,33.24,8.93-10.26-10.48-18.6,8.0,23.25,74,📈ema📈adx📈rsi,n 47｜s 00｜d 39.27%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",环保设备Ⅱ,108.2,96.36,0.31,4.54,6.25,16.76,11.56,12.88,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,002730,电光科技,33.66,5.95,350563.0,压力释放,低-低-低-高,5.31%-4.39%-11.35%-83.80%,99.0[bull],19,20.5,20.92-19.81-18.94-16.79-30.86,10.0,29.35,7,📈ema📈adx📈rsi,n 34｜s 00｜d 5.40%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,88.42,84.5,-3.48,-1.63,0.74,4.13,-3.98,3.39,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,300843,胜蓝股份,82.34,12.78,144597.0,一直释放,高-高-低-高,8.26%-105.49%-15.55%-12.53%,99.99[bull],35,32.05,29.91-32.38-66.54-56.2-63.24,9.0,71.56,26,📈ema📈adx📈rsi,n 31｜s 00｜d 19.70%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",消费电子,86.58,83.09,1.18,5.48,1.89,12.34,9.62,15.9,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,301182,凯旺科技,69.16,2.1,26895.0,一直释放,高-高-高-高,2.48%-3.57%-21.29%-14.59%,98.42[bull],31,31.23,43.5-44.58-46.17-56.0-64.17,3.0,62.29,11,📈ema📈adx🗒️rsi,n 43｜s 00｜d 9.13%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",计算机设备,54.1,54.1,2.76,4.97,0.55,7.55,4.51,7.61,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,301326,捷邦科技,183.97,6.34,22423.0,一直释放,高-高-低-高,58.43%-12.65%-16.94%-33.61%,87.05[bull],36,40.7,82.3-130.39-146.88-122.0-163.0,3.0,157.63,27,📈ema📈adx📈rsi,n 27｜s 00｜d 15.43%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",消费电子,90.89,90.07,-1.67,1.35,4.53,3.58,1.52,4.18,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,603195,公牛集团,44.85,8.49,222358.0,压力释放,低-高-低-低,4.57%-2.09%-10.58%-0.47%,31.75[bull],53,9.3,51.22-48.88-49.9-44.62-44.41,1.0,42.56,10,📈ema📉adx📈rsi,n 91｜s 24｜d 0.38%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",家居用品,746.67,743.67,-2.99,-0.74,-0.11,-1.87,-2.7,-3.9,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,603711,香飘飘,14.28,10.02,140580.0,压力释放,低-高-高-低,2.69%-0.64%-21.83%-19.65%,23.17[bull],52,15.83,14.5-14.11-14.2-17.3-13.9,3.0,13.35,12,📈ema📉adx📈rsi,n 90｜s 00｜d 0.65%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",饮料乳品,51.69,51.69,1.12,-1.05,-0.07,2.38,3.08,3.71,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,605099,共创草坪,48.42,10.0,73358.0,压力释放,高-高-高-低,6.31%-17.49%-0.58%-0.77%,6.7[bull],24,25.9,37.43-39.79-46.75-47.02-46.66,2.0,42.53,21,📈ema📉adx🗒️rsi,n 50｜s 00｜d 3.88%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",家居用品,172.97,172.5,2.31,5.1,3.9,6.15,5.25,2.15,,,,,,,,,,,,,,,,,,,,,,,,
