日期,代码,名称,现价,涨幅(%),成交量,释放,TSQ,RSQ,STC,BSA,RPT,PSQ,换手(%),止损,挤压,判断,分数,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-23,000829,天音控股,12.14,5.2,1056254.0,压力释放,高-高-低-低,8.03%-0.17%-3.75%-2.60%,40.53[bull],28,20.58,11.09-11.98-12.0-11.55-11.25,10.0,11.12,19,📈ema📉adx📈rsi,n 57｜s 00｜d 1.97%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专业连锁Ⅱ,106.41,106.3,-1.98,-4.94,-8.48,-5.52,-3.62,-2.88,-3.38,-5.19,-7.83,-7.91,-9.14,,,,,,,,,,,,,,,,,,,
2026-04-23,001267,汇绿生态,50.92,10.0,778859.0,压力释放,高-高-高-高,47.60%-53.73%-4.76%-110.14%,31.67[bull],30,35.73,10.0-14.76-22.69-23.77-49.95,13.0,42.05,10,📈ema📉adx📈rsi,n 71｜s 00｜d 2.15%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",基础建设,305.74,236.04,-1.22,-3.16,1.71,5.89,5.97,3.22,11.37,22.51,25.29,26.26,24.59,,,,,,,,,,,,,,,,,,,
2026-04-23,002839,张家港行,4.76,1.28,348018.0,压力释放,低-高-低-低,7.25%-9.38%-2.24%-2.09%,18.35[bull],26,10.35,4.83-4.48-4.9-4.79-4.69,1.0,4.59,6,📈ema📉adx🗒️rsi,n 79｜s 00｜d 0.67%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",银行Ⅱ,109.75,109.65,-2.31,-2.52,-3.36,-2.73,-4.2,-4.83,-5.46,-5.88,-6.09,-6.09,-6.09,,,,,,,,,,,,,,,,,,,
2026-04-23,003036,泰坦股份,30.54,5.75,181365.0,一直释放,高-高-低,24.89%-33.60%-2.23%,100.0[bull],114,44.49,13.18-16.46-21.99-21.5,8.0,26.58,23,📈ema📈adx🗒️rsi,n 10｜s 00｜d 35.76%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,53.29,53.29,9.99,20.99,10.77,14.77,7.24,15.91,24.75,37.23,39.62,42.5,44.07,,,,,,,,,,,,,,,,,,,
2026-04-23,300018,中元股份,15.3,5.52,553204.0,压力释放,低-高-高-高,2.83%-34.38%-5.04%-8.27%,25.14[bull],31,24.32,9.88-9.6-12.9-13.55-14.67,15.0,13.33,11,📈ema📉adx🗒️rsi,n 60｜s 00｜d 2.13%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电网设备,62.71,58.05,-4.05,-6.54,-10.07,-8.3,-10.85,-6.73,-6.67,-6.41,-6.41,-8.37,3.01,,,,,,,,,,,,,,,,,,,
2026-04-23,300432,富临精工,27.07,2.07,740721.0,一直释放,高-高-低-高,17.61%-32.94%-6.69%-6.35%,100.0[bull],64,38.53,14.25-16.76-22.28-20.79-22.11,4.0,24.32,36,📈ema📈adx🗒️rsi,n 33｜s 00｜d 34.96%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电池,428.47,423.65,1.15,-2.4,-3.44,1.99,3.88,3.4,2.33,0.37,-1.18,1.55,-6.17,,,,,,,,,,,,,,,,,,,
2026-04-23,600012,皖通高速,16.18,2.34,51741.0,压力释放,低-低-低-高,5.01%-6.91%-3.96%-4.06%,93.78[bull],23,11.67,17.98-17.08-15.9-15.27-15.89,0.0,15.39,11,📈ema📉adx🗒️rsi,n 63｜s 29｜d 0.35%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",铁路公路,264.49,180.43,0.0,-1.36,-0.43,-2.29,-3.21,-2.35,-4.2,-2.72,-1.48,-0.87,-1.61,,,,,,,,,,,,,,,,,,,
2026-04-23,600023,浙能电力,5.8,0.69,748769.0,压力释放,低-高-低-高,7.37%-2.84%-4.42%-10.40%,91.27[bull],18,7.1,5.7-5.28-5.43-5.19-5.73,1.0,5.56,20,📈ema📉adx🗒️rsi,n 61｜s 00｜d 1.70%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电力,765.64,765.64,0.0,-0.34,1.55,-1.38,-1.72,-0.69,0.69,1.03,2.07,2.93,3.45,,,,,,,,,,,,,,,,,,,
2026-04-23,601838,成都银行,18.16,3.24,569286.0,压力释放,高-高-低-低,0.60%-20.18%-6.18%-6.80%,99.93[bull],26,5.98,16.6-16.7-20.07-18.83-17.55,1.0,17.13,18,📈ema📈adx📈rsi,n 96｜s 00｜d 1.38%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",银行Ⅱ,722.65,722.65,1.16,1.54,3.19,4.63,5.45,5.62,4.24,3.91,4.85,4.35,4.24,,,,,,,,,,,,,,,,,,,
2026-04-23,601997,贵阳银行,6.28,6.98,2393023.0,压力释放,高-低-低-高,25.96%-12.67%-5.42%-0.34%,99.98[bull],26,8.38,5.7-7.18-6.27-5.93-5.95,7.0,5.95,7,📈ema📉adx📈rsi,n 78｜s 08｜d 0.46%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",银行Ⅱ,209.87,209.87,-2.23,-4.94,-4.46,-3.98,-4.3,-4.78,-5.25,-5.41,-4.78,-4.46,-4.14,,,,,,,,,,,,,,,,,,,
