日期,代码,名称,现价,涨幅(%),成交量,释放,TSQ,RSQ,BSA,RPT,PSQ,换手(%),止损,挤压,判断,分数,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-15,002294,信立泰,67.27,8.15,205180.0,一直释放,高-高-高-低,59.17%-0.85%-18.29%-3.25%,99,41.27,34.56-55.01-55.48-65.63-63.5,2.0,58.13,75,📈ema📈adx🗒️rsi,n 32｜s 00｜d 23.47%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学制药,689.85,689.69,-10.0,-12.67,-16.46,-18.79,-15.13,-16.8,-17.47,-18.72,-21.08,-22.85,-23.76,-24.72,-24.56,-28.79,-35.91,-42.32,-44.03,,,,,,,,,,,,,
2026-04-15,300857,协创数据,280.69,12.46,407281.0,一直释放,高-低-高-高,22.85%-9.96%-104.29%-46.97%,32,36.24,82.27-101.07-91.0-185.9-273.22,12.0,249.15,13,📈ema📉adx🗒️rsi,n 36｜s 00｜d 9.07%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",消费电子,735.78,731.25,13.65,12.9,9.73,8.51,-7.1,-8.4,-5.88,-8.08,-7.01,-3.18,-7.48,0.26,1.53,1.36,1.16,-3.61,7.23,,,,,,,,,,,,,
2026-04-15,301182,凯旺科技,66.84,6.69,68300.0,压力释放,高-高-高-高,2.48%-3.57%-21.29%-14.59%,20,31.23,43.5-44.58-46.17-56.0-64.17,7.0,57.54,8,📈ema📈adx📈rsi,n 64｜s 00｜d 2.20%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",计算机设备,54.1,54.1,2.96,2.12,0.48,-1.99,0.22,-1.27,-5.92,0.78,0.42,1.35,3.47,6.33,8.62,4.04,11.28,8.14,11.34,,,,,,,,,,,,,
2026-04-15,601665,齐鲁银行,6.06,1.34,608884.0,压力释放,低-低-高-低,6.51%-8.86%-5.03%-2.31%,20,8.04,6.76-6.32-5.76-6.05-5.91,1.0,5.82,19,📈ema📉adx🗒️rsi,n 90｜s 00｜d 1.26%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",银行Ⅱ,352.62,352.62,1.16,1.32,1.65,2.64,3.47,5.61,4.29,3.63,5.45,6.6,5.45,5.94,4.46,3.63,4.29,5.28,5.61,,,,,,,,,,,,,
2026-04-15,603063,禾望电气,38.03,10.01,664808.0,压力释放,高-低-低-高,19.74%-11.90%-8.68%-6.42%,71,24.11,34.6-41.43-36.5-33.33-35.47,14.0,33.75,9,📈ema📉adx🗒️rsi,n 73｜s 00｜d 0.96%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",风电设备,157.94,157.94,-2.87,6.84,7.63,8.47,9.83,9.89,7.02,11.36,10.62,10.78,15.38,26.93,33.45,35.42,48.96,47.88,62.66,,,,,,,,,,,,,
