日期,代码,名称,现价,涨幅(%),成交量,换手(%),吸筹天数,吸筹强度,均线偏离,均线斜率,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-06-22,000685,中山公用,11.57,5.57,301025.0,2.41,41,100.0%,+3.41%,+13.92%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",环境治理,161.52,137.31,-0.86,-3.03,-2.59,-4.24,-3.89,-3.54,0.95,-2.25,-1.9,-1.82,-4.84,-4.41,-0.35,-3.03,-3.89,-6.66,-3.28,-5.88,-8.47,-6.48,-5.62,-7.26,,,,,,,,
2026-06-22,000987,越秀资本,8.23,10.03,921967.0,1.84,53,62.18%,+0.17%,+16.62%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",多元金融,424.95,424.72,1.7,-0.24,1.58,-5.35,-4.5,-4.98,-0.73,-3.4,-1.22,-1.09,-0.36,-4.13,-2.79,-1.7,-6.8,-7.53,-9.23,-7.29,-6.2,-7.78,,,,,,,,,,
2026-06-22,002346,柘中股份,20.27,9.98,61036.0,1.56,37,53.89%,+11.31%,+28.47%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",电网设备,85.62,76.27,5.97,13.91,12.93,4.98,2.52,5.53,1.83,-0.59,-0.35,-5.87,-7.45,-11.05,-2.17,7.6,0.3,1.09,-9.03,-14.9,-13.96,-16.48,,,,,,,,,,
2026-06-22,300487,蓝晓科技,62.0,11.59,146178.0,4.75,39,100.0%,+2.26%,+18.72%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",塑料,345.29,208.9,-5.65,-2.26,-2.98,-9.21,-8.39,-5.08,13.9,9.15,20.29,16.45,12.18,8.71,14.48,30.47,29.16,15.97,4.06,4.52,5.05,6.08,,,,,,,,,,
2026-06-22,600096,云天化,32.53,10.01,941509.0,5.16,46,100.0%,+2.49%,+32.01%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",农化制品,634.04,634.04,-1.44,4.89,2.98,-1.23,-1.75,-6.55,-4.4,-3.2,-5.93,-6.89,-11.28,-10.91,-14.66,-16.17,-18.66,-15.09,-15.62,-13.56,-11.34,-9.01,,,,,,,,,,
2026-06-22,600108,亚盛集团,3.87,7.2,3197494.0,16.42,39,45.08%,+3.31%,+26.56%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",种植业,94.43,94.43,-4.65,-10.08,-15.25,-18.6,-20.67,-23.51,-18.86,-19.12,-19.38,-21.45,-25.06,-26.1,-25.58,-24.55,-27.13,-23.51,-27.13,-24.81,-26.1,-25.06,,,,,,,,,,
2026-06-22,600292,电投水电,14.8,3.93,255666.0,5.82,28,22.04%,+7.02%,+14.55%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",环境治理,607.53,108.3,-3.58,-5.68,-8.31,-12.97,-17.64,-18.65,-15.61,-15.47,-15.68,-14.19,-18.72,-18.58,-18.72,-18.18,-21.89,-13.31,-15.61,-14.32,-16.15,-14.86,,,,,,,,,,
2026-06-22,601198,东兴证券,13.46,5.16,399564.0,1.24,43,92.85%,+6.19%,+16.07%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",证券Ⅱ,406.32,406.32,-0.89,-1.63,1.49,-1.86,-0.22,0.97,3.94,1.49,2.38,3.64,2.9,2.38,4.16,2.38,1.63,3.64,0.0,1.71,2.45,2.45,,,,,,,,,,
2026-06-22,603727,博迈科,17.42,9.97,81159.0,2.88,29,14.26%,+7.75%,+18.19%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",油服工程,59.39,59.39,7.92,5.91,6.49,-2.99,-1.38,-2.07,-2.93,-4.02,-2.58,-3.44,-9.82,-10.33,-7.86,-6.37,-9.76,-12.0,-13.38,-4.71,-7.0,-9.01,,,,,,,,,,
